UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
VIX,15.11,*,VIX181010C00010000,,call,10/10/2018,10/05/2018,10,5.7,5.2,5.7,53,286,3.3792,0.9042,0.0306,-40.0381,0.28,VIX181010C00010000
VIX,15.11,*,VIX181010P00010000,,put,10/10/2018,10/05/2018,10,0.04,0,0.05,0,102,1.429,-0.0032,0.0041,-0.9489,0.0158,VIX181010P00010000
VIX,15.11,*,VIX181010C00010500,,call,10/10/2018,10/05/2018,10.5,4.32,4.7,5.4,0,2,3.3351,0.8818,0.036,-45.9609,0.3258,VIX181010C00010500
VIX,15.11,*,VIX181010P00010500,,put,10/10/2018,10/05/2018,10.5,0,0,0.05,0,0,1.429,-0.0078,0.0091,-2.1254,0.0354,VIX181010P00010500
VIX,15.11,*,VIX181010C00011000,,call,10/10/2018,10/05/2018,11,4.7,4.2,4.9,9,109,3.0313,0.8702,0.0424,-44.6286,0.348,VIX181010C00011000
VIX,15.11,*,VIX181010P00011000,,put,10/10/2018,10/05/2018,11,0.05,0,0.05,0,1,1.429,-0.0171,0.018,-4.1845,0.0696,VIX181010P00011000
VIX,15.11,*,VIX181010C00011500,,call,10/10/2018,10/05/2018,11.5,3.5,3.7,4.4,0,117,2.7371,0.8567,0.0502,-43.1299,0.3723,VIX181010C00011500
VIX,15.11,*,VIX181010P00011500,,put,10/10/2018,10/05/2018,11.5,0.01,0,0.05,0,183,1.429,-0.0334,0.0316,-7.3543,0.1224,VIX181010P00011500
VIX,15.11,*,VIX181010C00012000,,call,10/10/2018,10/05/2018,12,3.6,3.2,3.9,51,272,2.4514,0.8407,0.0601,-41.4533,0.3994,VIX181010C00012000
VIX,15.11,*,VIX181010P00012000,,put,10/10/2018,10/05/2018,12,0.04,0,0.05,72,351,1.42,-0.0584,0.0499,-11.456,0.1919,VIX181010P00012000
VIX,15.11,*,VIX181010C00012500,,call,10/10/2018,10/05/2018,12.5,3,2.75,3.4,8,1599,2.262,0.8143,0.0719,-42.1855,0.4405,VIX181010C00012500
VIX,15.11,*,VIX181010P00012500,,put,10/10/2018,10/05/2018,12.5,0.05,0,0.05,250,3040,1.4112,-0.0948,0.0726,-16.4726,0.2778,VIX181010P00012500
VIX,15.11,*,VIX181010C00013000,,call,10/10/2018,10/05/2018,13,2.75,2.25,2.95,141,655,2.0243,0.7862,0.0874,-41.0924,0.4794,VIX181010C00013000
VIX,15.11,*,VIX181010P00013000,,put,10/10/2018,10/05/2018,13,0.05,0.05,0.15,1366,1603,1.1379,-0.1007,0.0942,-13.8833,0.2905,VIX181010P00013000
VIX,15.11,*,VIX181010C00013500,,call,10/10/2018,10/05/2018,13.5,2.66,2,2.45,29,113,2.0163,0.7337,0.0989,-46.1172,0.5406,VIX181010C00013500
