UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
VIX,24.67,*,VIX181024C00010000,,call,10/24/2018,10/24/2018,10,10.7,9.2,11.3,0,167,0.3,1,0,0,0,VIX181024C00010000
VIX,24.67,*,VIX181024P00010000,,put,10/24/2018,10/24/2018,10,0.02,0,0.05,0,206,0.3,0,0,0,0,VIX181024P00010000
VIX,24.67,*,VIX181024C00010500,,call,10/24/2018,10/24/2018,10.5,0,8.6,11.3,0,0,0.3,1,0,0,0,VIX181024C00010500
VIX,24.67,*,VIX181024P00010500,,put,10/24/2018,10/24/2018,10.5,0,0,0.05,0,0,0.3,0,0,0,0,VIX181024P00010500
VIX,24.67,*,VIX181024C00011000,,call,10/24/2018,10/24/2018,11,7.6,8.1,10.8,0,4,0.3,1,0,0,0,VIX181024C00011000
VIX,24.67,*,VIX181024P00011000,,put,10/24/2018,10/24/2018,11,0.02,0,0.05,0,125,0.3,0,0,0,0,VIX181024P00011000
VIX,24.67,*,VIX181024C00011500,,call,10/24/2018,10/24/2018,11.5,7.8,7.6,10.3,0,55,0.3,1,0,0,0,VIX181024C00011500
VIX,24.67,*,VIX181024P00011500,,put,10/24/2018,10/24/2018,11.5,0.07,0,0.05,0,501,0.3,0,0,0,0,VIX181024P00011500
VIX,24.67,*,VIX181024C00012000,,call,10/24/2018,10/24/2018,12,8.51,7.2,9.7,0,246,0.3,1,0,0,0,VIX181024C00012000
VIX,24.67,*,VIX181024P00012000,,put,10/24/2018,10/24/2018,12,0.02,0,0.05,0,689,0.3,0,0,0,0,VIX181024P00012000
VIX,24.67,*,VIX181024C00012500,,call,10/24/2018,10/24/2018,12.5,4.7,6.7,9.2,0,241,0.3,1,0,0,0,VIX181024C00012500
VIX,24.67,*,VIX181024P00012500,,put,10/24/2018,10/24/2018,12.5,0.05,0,0.05,0,576,0.3,0,0,0,0,VIX181024P00012500
VIX,24.67,*,VIX181024C00013000,,call,10/24/2018,10/24/2018,13,6.42,6.1,8.3,0,86,0.3,1,0,0,0,VIX181024C00013000
VIX,24.67,*,VIX181024P00013000,,put,10/24/2018,10/24/2018,13,0.06,0,0.05,0,1271,0.3,0,0,0,0,VIX181024P00013000
VIX,24.67,*,VIX181024C00013500,,call,10/24/2018,10/24/2018,13.5,5.08,5.6,7.8,0,23,0.3,1,0,0,0,VIX181024C00013500
VIX,24.67,*,VIX181024P00013500,,put,10/24/2018,10/24/2018,13.5,0.05,0,0.05,0,262,0.3,0,0,0,0,VIX181024P00013500
VIX,24.67,*,VIX181024C00014000,,call,10/24/2018,10/24/2018,14,6.65,5.2,7.9,0,72,0.3,1,0,0,0,VIX181024C00014000
VIX,24.67,*,VIX181024P00014000,,put,10/24/2018,10/24/2018,14,0.01,0,0.05,0,443,0.3,0,0,0,0,VIX181024P00014000
VIX,24.67,*,VIX181024C00014500,,call,10/24/2018,10/24/2018,14.5,5.73,4.6,6.8,0,19,0.3,1,0,0,0,VIX181024C00014500
VIX,24.67,*,VIX181024P00014500,,put,10/24/2018,10/24/2018,14.5,0.05,0,0.05,0,272,0.3,0,0,0,0,VIX181024P00014500
VIX,24.67,*,VIX181024C00015000,,call,10/24/2018,10/24/2018,15,5.57,4.2,6.7,0,203,0.3,1,0,0,0,VIX181024C00015000
VIX,24.67,*,VIX181024P00015000,,put,10/24/2018,10/24/2018,15,0.02,0,0.05,0,814,0.3,0,0,0,0,VIX181024P00015000
VIX,24.67,*,VIX181024C00016000,,call,10/24/2018,10/24/2018,16,4.41,3.2,5.9,0,456,0.3,1,0,0,0,VIX181024C00016000
VIX,24.67,*,VIX181024P00016000,,put,10/24/2018,10/24/2018,16,0.05,0,0.05,0,1821,0.3,0,0,0,0,VIX181024P00016000
VIX,24.67,*,VIX181024C00017000,,call,10/24/2018,10/24/2018,17,3.45,2.25,4.9,0,218,0.3,1,0,0,0,VIX181024C00017000
VIX,24.67,*,VIX181024P00017000,,put,10/24/2018,10/24/2018,17,0.03,0,0.05,0,924,0.3,0,0,0,0,VIX181024P00017000
VIX,24.67,*,VIX181024C00018000,,call,10/24/2018,10/24/2018,18,2.41,1.25,2.95,0,227,0.3,1,0,0,0,VIX181024C00018000
VIX,24.67,*,VIX181024P00018000,,put,10/24/2018,10/24/2018,18,0.05,0,0.05,0,1019,0.3,0,0,0,0,VIX181024P00018000
VIX,24.67,*,VIX181024C00019000,,call,10/24/2018,10/24/2018,19,0.95,0.95,2,0,184,0.3,1,0,0,0,VIX181024C00019000
VIX,24.67,*,VIX181024P00019000,,put,10/24/2018,10/24/2018,19,0.13,0.05,0.25,0,251,0.3,0,0,0,0,VIX181024P00019000
VIX,24.67,*,VIX181024C00020000,,call,10/24/2018,10/24/2018,20,1.15,0.7,1.35,0,5584,0.3,1,0,0,0,VIX181024C00020000
VIX,24.67,*,VIX181024P00020000,,put,10/24/2018,10/24/2018,20,0.3,0.1,0.35,0,1085,0.3,0,0,0,0,VIX181024P00020000
VIX,24.67,*,VIX181024C00021000,,call,10/24/2018,10/24/2018,21,0.4,0.35,0.7,0,2992,0.3,1,0,0,0,VIX181024C00021000
VIX,24.67,*,VIX181024P00021000,,put,10/24/2018,10/24/2018,21,0.4,0.25,1.9,0,2945,0.3,0,0,0,0,VIX181024P00021000
VIX,24.67,*,VIX181024C00022000,,call,10/24/2018,10/24/2018,22,0.2,0.2,0.25,0,1020,0.3,1,0,0,0,VIX181024C00022000
VIX,24.67,*,VIX181024P00022000,,put,10/24/2018,10/24/2018,22,1.95,0.85,2.8,0,134,0.3,0,0,0,0,VIX181024P00022000
VIX,24.67,*,VIX181024C00023000,,call,10/24/2018,10/24/2018,23,0.1,0.1,0.8,0,217,0.3,1,0,0,0,VIX181024C00023000
VIX,24.67,*,VIX181024P00023000,,put,10/24/2018,10/24/2018,23,1.6,1.55,3.6,0,147,0.3,0,0,0,0,VIX181024P00023000
VIX,24.67,*,VIX181024C00024000,,call,10/24/2018,10/24/2018,24,0.2,0.05,0.75,0,875,0.3,1,0,0,0,VIX181024C00024000
VIX,24.67,*,VIX181024P00024000,,put,10/24/2018,10/24/2018,24,3.7,2.35,4.6,0,150,0.3,0,0,0,0,VIX181024P00024000
VIX,24.67,*,VIX181024C00025000,,call,10/24/2018,10/24/2018,25,0.05,0.05,0.15,0,1224,0.3,0,0,0,0,VIX181024C00025000
