UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
GE,13.13,*,GE180406C00009000,,call,04/06/2018,04/03/2018,9,4.15,4.05,4.15,0,77,0.7073,1,0,-0.1956,0,GE180406C00009000
GE,13.13,*,GE180406P00009000,,put,04/06/2018,04/03/2018,9,0.01,0,0.01,0,32,0.9418,0,0,-0.0001,0,GE180406P00009000
GE,13.13,*,GE180406C00009500,,call,04/06/2018,04/03/2018,9.5,4.2,3.55,3.7,0,32,0.7073,1,0,-0.2064,0,GE180406C00009500
GE,13.13,*,GE180406P00009500,,put,04/06/2018,04/03/2018,9.5,0.01,0,0.01,0,1,0.9418,0,0,-0.0025,0,GE180406P00009500
GE,13.13,*,GE180406C00010000,,call,04/06/2018,04/03/2018,10,2.92,3.05,3.15,32,233,0.7073,1,0,-0.2175,0,GE180406C00010000
GE,13.13,*,GE180406P00010000,,put,04/06/2018,04/03/2018,10,0.01,0,0.01,0,77,0.9418,-0.0001,0.0005,-0.0386,0.0005,GE180406P00010000
GE,13.13,*,GE180406C00010500,,call,04/06/2018,04/03/2018,10.5,2.6,2.63,2.64,4,7,0.7073,1,0.0002,-0.2365,0.0002,GE180406C00010500
GE,13.13,*,GE180406P00010500,,put,04/06/2018,04/03/2018,10.5,0.01,0,0.01,0,8,0.9418,-0.0013,0.0044,-0.3343,0.0045,GE180406P00010500
GE,13.13,*,GE180406C00011000,,call,04/06/2018,04/03/2018,11,2.5,2.03,2.15,0,5,0.7073,0.9992,0.0036,-0.3957,0.0028,GE180406C00011000
GE,13.13,*,GE180406P00011000,,put,04/06/2018,04/03/2018,11,0.01,0,0.01,30,51,0.9418,-0.0084,0.0232,-1.7708,0.0241,GE180406P00011000
GE,13.13,*,GE180406C00011500,,call,04/06/2018,04/03/2018,11.5,1.61,1.63,1.65,53,147,0.7073,0.9912,0.032,-1.6291,0.025,GE180406C00011500
GE,13.13,*,GE180406P00011500,,put,04/06/2018,04/03/2018,11.5,0.01,0.01,0.02,450,1839,0.9418,-0.0359,0.0799,-6.0969,0.0829,GE180406P00011500
GE,13.13,*,GE180406C00012000,,call,04/06/2018,04/03/2018,12,1.14,1.14,1.16,270,616,0.7073,0.9476,0.1442,-6.4622,0.1124,GE180406C00012000
GE,13.13,*,GE180406P00012000,,put,04/06/2018,04/03/2018,12,0.03,0.01,0.03,5309,4032,0.7233,-0.0562,0.149,-6.7041,0.1188,GE180406P00012000
