UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
F,10.75,*,F180323C00005500,,call,03/23/2018,03/22/2018,5.5,0,5.2,5.3,0,0,1.7504,1,0,-0.1031,0,F180323C00005500
F,10.75,*,F180323P00005500,,put,03/23/2018,03/22/2018,5.5,0,0,0.01,0,0,1.5881,0,0,0,0,F180323P00005500
F,10.75,*,F180323C00006000,,call,03/23/2018,03/22/2018,6,0,4.7,4.8,0,0,1.7504,1,0,-0.1125,0,F180323C00006000
F,10.75,*,F180323P00006000,,put,03/23/2018,03/22/2018,6,0,0,0.03,0,0,1.5881,0,0,0,0,F180323P00006000
F,10.75,*,F180323C00006500,,call,03/23/2018,03/22/2018,6.5,0,4.2,4.3,0,0,1.7504,1,0,-0.1219,0,F180323C00006500
F,10.75,*,F180323P00006500,,put,03/23/2018,03/22/2018,6.5,0,0,0.03,0,0,1.5881,0,0,0,0,F180323P00006500
F,10.75,*,F180323C00007000,,call,03/23/2018,03/22/2018,7,0,3.7,3.8,0,0,1.7504,1,0,-0.1312,0,F180323C00007000
F,10.75,*,F180323P00007000,,put,03/23/2018,03/22/2018,7,0,0,0.03,0,0,1.5881,0,0,0,0,F180323P00007000
F,10.75,*,F180323C00007500,,call,03/23/2018,03/22/2018,7.5,0,3.2,3.3,0,0,1.7504,1,0,-0.1406,0,F180323C00007500
F,10.75,*,F180323P00007500,,put,03/23/2018,03/22/2018,7.5,0,0,0.02,0,0,1.5881,0,0,0,0,F180323P00007500
F,10.75,*,F180323C00008000,,call,03/23/2018,03/22/2018,8,2.91,2.73,2.78,0,8,1.7504,1,0,-0.15,0,F180323C00008000
F,10.75,*,F180323P00008000,,put,03/23/2018,03/22/2018,8,0.01,0,0.01,0,1,1.5881,0,0,0,0,F180323P00008000
F,10.75,*,F180323C00008500,,call,03/23/2018,03/22/2018,8.5,0,2.24,2.28,0,0,1.7504,1,0,-0.1651,0,F180323C00008500
F,10.75,*,F180323P00008500,,put,03/23/2018,03/22/2018,8.5,0,0,0.01,0,0,1.5881,0,0,-0.0006,0,F180323P00008500
F,10.75,*,F180323C00009000,,call,03/23/2018,03/22/2018,9,1.94,1.74,1.77,0,451,1.7504,0.9996,0.0023,-0.5712,0.0004,F180323C00009000
F,10.75,*,F180323P00009000,,put,03/23/2018,03/22/2018,9,0.02,0,0.02,0,100,1.5881,-0.0001,0.0007,-0.1087,0.0001,F180323P00009000
F,10.75,*,F180323C00009500,,call,03/23/2018,03/22/2018,9.5,1.63,1.24,1.27,0,194,1.7504,0.991,0.0429,-7.7788,0.0079,F180323C00009500
