UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
QCOM,63.99,*,QCOM180209C00045000,,call,02/09/2018,02/09/2018,45,0,16.7,21,0,0,0.3,1,0,0,0,QCOM180209C00045000
QCOM,63.99,*,QCOM180209P00045000,,put,02/09/2018,02/09/2018,45,0.03,0,0.5,0,89,0.3,0,0,0,0,QCOM180209P00045000
QCOM,63.99,*,QCOM180209C00048000,,call,02/09/2018,02/09/2018,48,0,14,18.1,0,0,0.3,1,0,0,0,QCOM180209C00048000
QCOM,63.99,*,QCOM180209P00048000,,put,02/09/2018,02/09/2018,48,0.03,0,0.5,0,20,0.3,0,0,0,0,QCOM180209P00048000
QCOM,63.99,*,QCOM180209C00049000,,call,02/09/2018,02/09/2018,49,0,13,17.2,0,0,0.3,1,0,0,0,QCOM180209C00049000
QCOM,63.99,*,QCOM180209P00049000,,put,02/09/2018,02/09/2018,49,0.03,0,0.5,0,15,0.3,0,0,0,0,QCOM180209P00049000
QCOM,63.99,*,QCOM180209C00050000,,call,02/09/2018,02/09/2018,50,0,12,16.2,0,0,0.3,1,0,0,0,QCOM180209C00050000
QCOM,63.99,*,QCOM180209P00050000,,put,02/09/2018,02/09/2018,50,0.05,0,0.5,0,94,0.3,0,0,0,0,QCOM180209P00050000
QCOM,63.99,*,QCOM180209C00051000,,call,02/09/2018,02/09/2018,51,0,10.6,15,0,0,0.3,1,0,0,0,QCOM180209C00051000
QCOM,63.99,*,QCOM180209P00051000,,put,02/09/2018,02/09/2018,51,0.06,0,0.5,0,10,0.3,0,0,0,0,QCOM180209P00051000
QCOM,63.99,*,QCOM180209C00052000,,call,02/09/2018,02/09/2018,52,0,9.7,14,0,0,0.3,1,0,0,0,QCOM180209C00052000
QCOM,63.99,*,QCOM180209P00052000,,put,02/09/2018,02/09/2018,52,0.01,0,0.5,5,10,0.3,0,0,0,0,QCOM180209P00052000
QCOM,63.99,*,QCOM180209C00053000,,call,02/09/2018,02/09/2018,53,0,8.6,13,0,0,0.3,1,0,0,0,QCOM180209C00053000
QCOM,63.99,*,QCOM180209P00053000,,put,02/09/2018,02/09/2018,53,0.01,0,0.5,8,5,0.3,0,0,0,0,QCOM180209P00053000
QCOM,63.99,*,QCOM180209C00054000,,call,02/09/2018,02/09/2018,54,0,8,12.2,0,0,0.3,1,0,0,0,QCOM180209C00054000
QCOM,63.99,*,QCOM180209P00054000,,put,02/09/2018,02/09/2018,54,0.01,0,0.5,0,75,0.3,0,0,0,0,QCOM180209P00054000
QCOM,63.99,*,QCOM180209C00055000,,call,02/09/2018,02/09/2018,55,9.5,6.55,11,1,1,0.3,1,0,0,0,QCOM180209C00055000
QCOM,63.99,*,QCOM180209P00055000,,put,02/09/2018,02/09/2018,55,0.09,0,0.5,0,13,0.3,0,0,0,0,QCOM180209P00055000
QCOM,63.99,*,QCOM180209C00055500,,call,02/09/2018,02/09/2018,55.5,0,6.2,10.8,0,0,0.3,1,0,0,0,QCOM180209C00055500
QCOM,63.99,*,QCOM180209P00055500,,put,02/09/2018,02/09/2018,55.5,0,0,0.49,0,0,0.3,0,0,0,0,QCOM180209P00055500
QCOM,63.99,*,QCOM180209C00056000,,call,02/09/2018,02/09/2018,56,0,5.7,10,0,0,0.3,1,0,0,0,QCOM180209C00056000
QCOM,63.99,*,QCOM180209P00056000,,put,02/09/2018,02/09/2018,56,0,0,0.49,0,0,0.3,0,0,0,0,QCOM180209P00056000
QCOM,63.99,*,QCOM180209C00056500,,call,02/09/2018,02/09/2018,56.5,0,5.25,9.7,0,0,0.3,1,0,0,0,QCOM180209C00056500
QCOM,63.99,*,QCOM180209P00056500,,put,02/09/2018,02/09/2018,56.5,0,0,0.49,0,0,0.3,0,0,0,0,QCOM180209P00056500
QCOM,63.99,*,QCOM180209C00057000,,call,02/09/2018,02/09/2018,57,0,4.65,9,0,0,0.3,1,0,0,0,QCOM180209C00057000
QCOM,63.99,*,QCOM180209P00057000,,put,02/09/2018,02/09/2018,57,0.09,0,0.22,0,0,0.3,0,0,0,0,QCOM180209P00057000
