UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
UVXY,81.28,*,UVXY181228C00030000,,call,12/28/2018,12/26/2018,30,54.09,49.55,53.15,52,5,1.4838,1,0,-0.7947,0,UVXY181228C00030000
UVXY,81.28,*,UVXY181228P00030000,,put,12/28/2018,12/26/2018,30,0,0,1,0,0,1.2884,0,0,0,0,UVXY181228P00030000
UVXY,81.28,*,UVXY181228C00035000,,call,12/28/2018,12/26/2018,35,48.15,44.3,48.45,0,2,1.4838,1,0,-0.9271,0,UVXY181228C00035000
UVXY,81.28,*,UVXY181228P00035000,,put,12/28/2018,12/26/2018,35,0.03,0,0.06,0,118,1.2884,0,0,0,0,UVXY181228P00035000
UVXY,81.28,*,UVXY181228C00040000,,call,12/28/2018,12/26/2018,40,49,39.25,43.45,0,11,1.4838,1,0,-1.0596,0,UVXY181228C00040000
UVXY,81.28,*,UVXY181228P00040000,,put,12/28/2018,12/26/2018,40,0.02,0,0.02,0,324,1.2884,0,0,0,0,UVXY181228P00040000
UVXY,81.28,*,UVXY181228C00043000,,call,12/28/2018,12/26/2018,43,11.9,36.65,40.45,0,0,1.4838,1,0,-1.139,0,UVXY181228C00043000
UVXY,81.28,*,UVXY181228P00043000,,put,12/28/2018,12/26/2018,43,0.02,0,1.85,0,61,1.2884,0,0,0,0,UVXY181228P00043000
UVXY,81.28,*,UVXY181228C00043500,,call,12/28/2018,12/26/2018,43.5,23.04,36.15,39.95,0,0,1.4838,1,0,-1.1523,0,UVXY181228C00043500
UVXY,81.28,*,UVXY181228P00043500,,put,12/28/2018,12/26/2018,43.5,0.06,0,0.56,0,159,1.2884,0,0,0,0,UVXY181228P00043500
UVXY,81.28,*,UVXY181228C00044000,,call,12/28/2018,12/26/2018,44,21.3,35.65,39.45,0,0,1.4838,1,0,-1.1655,0,UVXY181228C00044000
