UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
QCOM,66.34,*,QCOM180302C00035000,,call,03/02/2018,02/27/2018,35,0,29.4,32.7,0,0,0.5499,1,0,-0.4762,0,QCOM180302C00035000
QCOM,66.34,*,QCOM180302P00035000,,put,03/02/2018,02/27/2018,35,0,0,2.06,0,0,0.5395,0,0,0,0,QCOM180302P00035000
QCOM,66.34,*,QCOM180302C00045000,,call,03/02/2018,02/27/2018,45,0,19.5,23.4,0,0,0.5499,1,0,-0.6123,0,QCOM180302C00045000
QCOM,66.34,*,QCOM180302P00045000,,put,03/02/2018,02/27/2018,45,0.01,0,0.15,0,253,0.5395,0,0,0,0,QCOM180302P00045000
QCOM,66.34,*,QCOM180302C00046000,,call,03/02/2018,02/27/2018,46,0,18.05,22.4,0,0,0.5499,1,0,-0.6259,0,QCOM180302C00046000
QCOM,66.34,*,QCOM180302P00046000,,put,03/02/2018,02/27/2018,46,0,0,2.08,0,0,0.5395,0,0,0,0,QCOM180302P00046000
QCOM,66.34,*,QCOM180302C00047000,,call,03/02/2018,02/27/2018,47,0,17.05,21.35,0,0,0.5499,1,0,-0.6395,0,QCOM180302C00047000
QCOM,66.34,*,QCOM180302P00047000,,put,03/02/2018,02/27/2018,47,0.01,0,0.02,0,48,0.5395,0,0,0,0,QCOM180302P00047000
QCOM,66.34,*,QCOM180302C00048000,,call,03/02/2018,02/27/2018,48,0,16.05,20.3,0,0,0.5499,1,0,-0.6531,0,QCOM180302C00048000
QCOM,66.34,*,QCOM180302P00048000,,put,03/02/2018,02/27/2018,48,0,0,2.07,0,0,0.5395,0,0,0,0,QCOM180302P00048000
QCOM,66.34,*,QCOM180302C00049000,,call,03/02/2018,02/27/2018,49,0,15.05,19.25,0,0,0.5499,1,0,-0.6667,0,QCOM180302C00049000
QCOM,66.34,*,QCOM180302P00049000,,put,03/02/2018,02/27/2018,49,0.02,0,0.02,0,36,0.5395,0,0,0,0,QCOM180302P00049000
QCOM,66.34,*,QCOM180302C00050000,,call,03/02/2018,02/27/2018,50,17.14,14.05,18.25,0,0,0.5499,1,0,-0.6803,0,QCOM180302C00050000
QCOM,66.34,*,QCOM180302P00050000,,put,03/02/2018,02/27/2018,50,0.01,0,0.02,0,45,0.5395,0,0,0,0,QCOM180302P00050000
QCOM,66.34,*,QCOM180302C00051000,,call,03/02/2018,02/27/2018,51,0,13.05,17.3,0,0,0.5499,1,0,-0.6939,0,QCOM180302C00051000
QCOM,66.34,*,QCOM180302P00051000,,put,03/02/2018,02/27/2018,51,0,0,2.08,0,0,0.5395,0,0,0,0,QCOM180302P00051000
QCOM,66.34,*,QCOM180302C00052000,,call,03/02/2018,02/27/2018,52,0,12.05,16.25,0,0,0.5499,1,0,-0.7076,0,QCOM180302C00052000
QCOM,66.34,*,QCOM180302P00052000,,put,03/02/2018,02/27/2018,52,0.09,0,1.92,0,1,0.5395,0,0,0,0,QCOM180302P00052000
QCOM,66.34,*,QCOM180302C00053000,,call,03/02/2018,02/27/2018,53,0,11.1,15.4,0,0,0.5499,1,0,-0.7213,0,QCOM180302C00053000
QCOM,66.34,*,QCOM180302P00053000,,put,03/02/2018,02/27/2018,53,0,0,2.05,0,0,0.5395,0,0,-0.0001,0,QCOM180302P00053000
QCOM,66.34,*,QCOM180302C00054000,,call,03/02/2018,02/27/2018,54,0,10.1,14.4,0,0,0.5499,1,0,-0.7362,0,QCOM180302C00054000
QCOM,66.34,*,QCOM180302P00054000,,put,03/02/2018,02/27/2018,54,0,0,1.98,0,0,0.5395,0,0,-0.0009,0,QCOM180302P00054000
QCOM,66.34,*,QCOM180302C00055000,,call,03/02/2018,02/27/2018,55,11.92,9.85,13.25,0,20,0.5499,1,0,-0.7576,0.0002,QCOM180302C00055000
QCOM,66.34,*,QCOM180302P00055000,,put,03/02/2018,02/27/2018,55,0.1,0,0.03,0,290,0.5395,0,0,-0.0064,0.0002,QCOM180302P00055000
QCOM,66.34,*,QCOM180302C00055500,,call,03/02/2018,02/27/2018,55.5,0,8.55,12.9,0,0,0.5499,1,0,-0.7771,0.0005,QCOM180302C00055500
QCOM,66.34,*,QCOM180302P00055500,,put,03/02/2018,02/27/2018,55.5,0,0,1.98,0,0,0.5395,0,0,-0.0156,0.0004,QCOM180302P00055500
QCOM,66.34,*,QCOM180302C00056000,,call,03/02/2018,02/27/2018,56,0,8.1,12.35,0,0,0.5499,0.9999,0.0001,-0.8113,0.0011,QCOM180302C00056000
QCOM,66.34,*,QCOM180302P00056000,,put,03/02/2018,02/27/2018,56,0.02,0,0.04,10,161,0.5395,0,0.0001,-0.0363,0.0009,QCOM180302P00056000
QCOM,66.34,*,QCOM180302C00056500,,call,03/02/2018,02/27/2018,56.5,0,8,11.9,0,0,0.5499,0.9999,0.0002,-0.8747,0.0025,QCOM180302C00056500
QCOM,66.34,*,QCOM180302P00056500,,put,03/02/2018,02/27/2018,56.5,0.25,0,0.16,0,55,0.5395,-0.0001,0.0001,-0.0801,0.0019,QCOM180302P00056500
