UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
GE,13.79,*,GE180420C00007000,,call,04/20/2018,04/17/2018,7,6.78,6.75,6.85,2,8,1.2436,1,0,-0.1526,0,GE180420C00007000
GE,13.79,*,GE180420P00007000,,put,04/20/2018,04/17/2018,7,0.01,0,0.02,0,15,1.2138,0,0,0,0,GE180420P00007000
GE,13.79,*,GE180420C00008000,,call,04/20/2018,04/17/2018,8,5.62,5.75,5.85,0,212,1.2436,1,0,-0.1744,0,GE180420C00008000
GE,13.79,*,GE180420P00008000,,put,04/20/2018,04/17/2018,8,0.01,0,0.01,0,0,1.2138,0,0,0,0,GE180420P00008000
GE,13.79,*,GE180420C00009000,,call,04/20/2018,04/17/2018,9,5.55,4.5,4.85,0,31,1.2436,1,0,-0.1996,0,GE180420C00009000
GE,13.79,*,GE180420P00009000,,put,04/20/2018,04/17/2018,9,0.01,0,0.02,30,770,1.2138,0,0,-0.0021,0,GE180420P00009000
GE,13.79,*,GE180420C00009500,,call,04/20/2018,04/17/2018,9.5,3.72,4.25,4.35,0,16,1.2436,0.9999,0.0002,-0.2384,0.0003,GE180420C00009500
GE,13.79,*,GE180420P00009500,,put,04/20/2018,04/17/2018,9.5,0,0,0.02,4,252,1.2138,-0.0001,0.0002,-0.0216,0.0002,GE180420P00009500
GE,13.79,*,GE180420C00010000,,call,04/20/2018,04/17/2018,10,3.85,3.75,3.85,21,133,1.2436,0.9995,0.0013,-0.4131,0.002,GE180420C00010000
GE,13.79,*,GE180420P00010000,,put,04/20/2018,04/17/2018,10,0.01,0,0.01,5,3163,1.2138,-0.0004,0.001,-0.1469,0.0015,GE180420P00010000
GE,13.79,*,GE180420C00010500,,call,04/20/2018,04/17/2018,10.5,2.86,3.25,3.35,0,70,1.2436,0.9974,0.0059,-1.0951,0.0089,GE180420C00010500
GE,13.79,*,GE180420P00010500,,put,04/20/2018,04/17/2018,10.5,0.01,0,0.02,0,1023,1.2138,-0.0021,0.005,-0.7014,0.0074,GE180420P00010500
GE,13.79,*,GE180420C00011000,,call,04/20/2018,04/17/2018,11,2.81,2.79,2.82,36,407,1.2436,0.99,0.0195,-3.107,0.0295,GE180420C00011000
GE,13.79,*,GE180420P00011000,,put,04/20/2018,04/17/2018,11,0.01,0,0.01,856,1693,1.2138,-0.0087,0.0176,-2.4609,0.026,GE180420P00011000
GE,13.79,*,GE180420C00011500,,call,04/20/2018,04/17/2018,11.5,2,2.3,2.32,11,432,1.2436,0.9698,0.0499,-7.584,0.0755,GE180420C00011500
GE,13.79,*,GE180420P00011500,,put,04/20/2018,04/17/2018,11.5,0.02,0.01,0.02,639,17070,1.2138,-0.0274,0.0471,-6.5877,0.0695,GE180420P00011500
GE,13.79,*,GE180420C00012000,,call,04/20/2018,04/17/2018,12,1.8,1.81,1.84,476,3520,1.1336,0.943,0.0915,-11.4221,0.1261,GE180420C00012000
GE,13.79,*,GE180420P00012000,,put,04/20/2018,04/17/2018,12,0.02,0.02,0.03,35528,59458,1.0767,-0.0485,0.0848,-9.3285,0.111,GE180420P00012000
GE,13.79,*,GE180420C00012500,,call,04/20/2018,04/17/2018,12.5,1.34,1.33,1.36,1517,3919,0.9846,0.9013,0.1602,-15.006,0.1917,GE180420C00012500
GE,13.79,*,GE180420P00012500,,put,04/20/2018,04/17/2018,12.5,0.04,0.04,0.05,4602,25376,0.9445,-0.0901,0.1561,-13.2091,0.1792,GE180420P00012500
