UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
NFLX,212.05,*,NFLX180112C00150000,,call,01/12/2018,01/08/2018,150,40.75,61.8,62.55,0,1,0.4251,1,0,-2.4143,0,NFLX180112C00150000
NFLX,212.05,*,NFLX180112P00150000,,put,01/12/2018,01/08/2018,150,0.02,0,0.01,0,171,0.4408,0,0,0,0,NFLX180112P00150000
NFLX,212.05,*,NFLX180112C00152500,,call,01/12/2018,01/08/2018,152.5,45.67,59.2,60.05,0,41,0.4251,1,0,-2.4546,0,NFLX180112C00152500
NFLX,212.05,*,NFLX180112P00152500,,put,01/12/2018,01/08/2018,152.5,0.03,0,0.01,0,74,0.4408,0,0,0,0,NFLX180112P00152500
NFLX,212.05,*,NFLX180112C00155000,,call,01/12/2018,01/08/2018,155,0,56.7,57.6,0,0,0.4251,1,0,-2.4948,0,NFLX180112C00155000
NFLX,212.05,*,NFLX180112P00155000,,put,01/12/2018,01/08/2018,155,0.02,0,0.01,0,94,0.4408,0,0,0,0,NFLX180112P00155000
NFLX,212.05,*,NFLX180112C00157500,,call,01/12/2018,01/08/2018,157.5,0,54.15,55.1,0,0,0.4251,1,0,-2.5351,0,NFLX180112C00157500
NFLX,212.05,*,NFLX180112P00157500,,put,01/12/2018,01/08/2018,157.5,0.01,0,0.02,7,22,0.4408,0,0,0,0,NFLX180112P00157500
NFLX,212.05,*,NFLX180112C00160000,,call,01/12/2018,01/08/2018,160,22.32,51.75,52.55,0,1,0.4251,1,0,-2.5753,0,NFLX180112C00160000
NFLX,212.05,*,NFLX180112P00160000,,put,01/12/2018,01/08/2018,160,0.01,0,0.02,16,118,0.4408,0,0,0,0,NFLX180112P00160000
NFLX,212.05,*,NFLX180112C00162500,,call,01/12/2018,01/08/2018,162.5,36.39,49.25,50.05,0,1,0.4251,1,0,-2.6155,0,NFLX180112C00162500
NFLX,212.05,*,NFLX180112P00162500,,put,01/12/2018,01/08/2018,162.5,0.05,0.01,0.02,0,76,0.4408,0,0,0,0,NFLX180112P00162500
NFLX,212.05,*,NFLX180112C00165000,,call,01/12/2018,01/08/2018,165,42.1,46.9,47.4,0,90,0.4251,1,0,-2.6558,0,NFLX180112C00165000
NFLX,212.05,*,NFLX180112P00165000,,put,01/12/2018,01/08/2018,165,0.02,0,0.03,10,376,0.4408,0,0,0,0,NFLX180112P00165000
NFLX,212.05,*,NFLX180112C00167500,,call,01/12/2018,01/08/2018,167.5,37.63,44.25,45.1,0,4,0.4251,1,0,-2.696,0,NFLX180112C00167500
NFLX,212.05,*,NFLX180112P00167500,,put,01/12/2018,01/08/2018,167.5,0.02,0,0.03,0,273,0.4408,0,0,0,0,NFLX180112P00167500
NFLX,212.05,*,NFLX180112C00170000,,call,01/12/2018,01/08/2018,170,41.03,42,42.4,13,40,0.4251,1,0,-2.7363,0,NFLX180112C00170000
NFLX,212.05,*,NFLX180112P00170000,,put,01/12/2018,01/08/2018,170,0.02,0.01,0.03,137,312,0.4408,0,0,-0.0002,0,NFLX180112P00170000
NFLX,212.05,*,NFLX180112C00172500,,call,01/12/2018,01/08/2018,172.5,33.55,39.3,40.1,0,12,0.4251,1,0,-2.7769,0,NFLX180112C00172500
NFLX,212.05,*,NFLX180112P00172500,,put,01/12/2018,01/08/2018,172.5,0.02,0.01,0.02,112,519,0.4408,0,0,-0.0011,0,NFLX180112P00172500
NFLX,212.05,*,NFLX180112C00175000,,call,01/12/2018,01/08/2018,175,37.47,37,37.4,16,44,0.4251,1,0,-2.8191,0.0001,NFLX180112C00175000
NFLX,212.05,*,NFLX180112P00175000,,put,01/12/2018,01/08/2018,175,0.02,0.01,0.03,37,523,0.4408,0,0,-0.0053,0.0002,NFLX180112P00175000
NFLX,212.05,*,NFLX180112C00177500,,call,01/12/2018,01/08/2018,177.5,34.32,34.5,34.9,21,82,0.4251,1,0,-2.8686,0.0005,NFLX180112C00177500
NFLX,212.05,*,NFLX180112P00177500,,put,01/12/2018,01/08/2018,177.5,0.04,0.02,0.03,90,834,0.4408,0,0,-0.0236,0.001,NFLX180112P00177500
NFLX,212.05,*,NFLX180112C00180000,,call,01/12/2018,01/08/2018,180,29.68,31.9,32.6,0,1051,0.4251,1,0,-2.9472,0.0022,NFLX180112C00180000
NFLX,212.05,*,NFLX180112P00180000,,put,01/12/2018,01/08/2018,180,0.02,0.02,0.03,46,1131,0.4408,0,0,-0.0916,0.0038,NFLX180112P00180000
NFLX,212.05,*,NFLX180112C00182500,,call,01/12/2018,01/08/2018,182.5,28.85,29.5,29.9,22,314,0.4251,0.9999,0,-3.1244,0.008,NFLX180112C00182500
