UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
F,11.02,*,F180316C00002870,,call,03/16/2018,03/14/2018,2.87,0,8.1,8.2,0,0,0.5225,1,0,-0.0538,0,F180316C00002870
F,11.02,*,F180316P00002870,,put,03/16/2018,03/14/2018,2.87,0,0,0.01,0,0,1.4138,0,0,0,0,F180316P00002870
F,11.02,*,F180316C00003870,,call,03/16/2018,03/14/2018,3.87,0,7.1,7.2,0,0,0.5225,1,0,-0.0725,0,F180316C00003870
F,11.02,*,F180316P00003870,,put,03/16/2018,03/14/2018,3.87,0,0,0.01,0,0,1.4138,0,0,0,0,F180316P00003870
F,11.02,*,F180316C00004870,,call,03/16/2018,03/14/2018,4.87,5.78,6.1,6.2,0,140,0.5225,1,0,-0.0913,0,F180316C00004870
F,11.02,*,F180316P00004870,,put,03/16/2018,03/14/2018,4.87,0,0,0.01,0,0,1.4138,0,0,0,0,F180316P00004870
F,11.02,*,F180316C00005500,,call,03/16/2018,03/14/2018,5.5,0,5.5,5.55,0,0,0.5225,1,0,-0.1031,0,F180316C00005500
F,11.02,*,F180316P00005500,,put,03/16/2018,03/14/2018,5.5,0,0,0.01,0,0,1.4138,0,0,0,0,F180316P00005500
F,11.02,*,F180316C00005870,,call,03/16/2018,03/14/2018,5.87,4.82,5.1,5.2,0,17,0.5225,1,0,-0.11,0,F180316C00005870
F,11.02,*,F180316P00005870,,put,03/16/2018,03/14/2018,5.87,0.01,0,0.01,6,160,1.4138,0,0,0,0,F180316P00005870
F,11.02,*,F180316C00006000,,call,03/16/2018,03/14/2018,6,0,4.95,5.05,0,0,0.5225,1,0,-0.1125,0,F180316C00006000
F,11.02,*,F180316P00006000,,put,03/16/2018,03/14/2018,6,0,0,0.01,0,0,1.4138,0,0,0,0,F180316P00006000
F,11.02,*,F180316C00006500,,call,03/16/2018,03/14/2018,6.5,0,4.5,4.55,0,0,0.5225,1,0,-0.1218,0,F180316C00006500
F,11.02,*,F180316P00006500,,put,03/16/2018,03/14/2018,6.5,0,0,0.01,0,0,1.4138,0,0,0,0,F180316P00006500
F,11.02,*,F180316C00006870,,call,03/16/2018,03/14/2018,6.87,0,4.1,4.2,0,0,0.5225,1,0,-0.1288,0,F180316C00006870
F,11.02,*,F180316P00006870,,put,03/16/2018,03/14/2018,6.87,0,0,0.01,0,297,1.4138,0,0,0,0,F180316P00006870
F,11.02,*,F180316C00007000,,call,03/16/2018,03/14/2018,7,0,4,4.1,0,0,0.5225,1,0,-0.1312,0,F180316C00007000
F,11.02,*,F180316P00007000,,put,03/16/2018,03/14/2018,7,0,0,0.01,0,0,1.4138,0,0,0,0,F180316P00007000
F,11.02,*,F180316C00007500,,call,03/16/2018,03/14/2018,7.5,0,3.5,3.55,0,0,0.5225,1,0,-0.1406,0,F180316C00007500
F,11.02,*,F180316P00007500,,put,03/16/2018,03/14/2018,7.5,0,0,0.01,0,0,1.4138,0,0,-0.0017,0,F180316P00007500
F,11.02,*,F180316C00007870,,call,03/16/2018,03/14/2018,7.87,2.7,3.1,3.2,0,49,0.5225,1,0,-0.1475,0,F180316C00007870
F,11.02,*,F180316P00007870,,put,03/16/2018,03/14/2018,7.87,0.01,0,0.01,0,2035,1.4138,0,0.0002,-0.0184,0.0001,F180316P00007870
F,11.02,*,F180316C00008000,,call,03/16/2018,03/14/2018,8,2.79,3,3.05,0,3,0.5225,1,0,-0.15,0,F180316C00008000
F,11.02,*,F180316P00008000,,put,03/16/2018,03/14/2018,8,0,0,0.01,0,0,1.4138,-0.0001,0.0003,-0.0388,0.0002,F180316P00008000
F,11.02,*,F180316C00008500,,call,03/16/2018,03/14/2018,8.5,1.94,2.5,2.54,0,169,0.5225,1,0,-0.1593,0,F180316C00008500
F,11.02,*,F180316P00008500,,put,03/16/2018,03/14/2018,8.5,0.02,0,0.01,0,0,1.4138,-0.001,0.0037,-0.4448,0.0023,F180316P00008500
F,11.02,*,F180316C00008870,,call,03/16/2018,03/14/2018,8.87,2.24,2.14,2.17,13,172,0.5225,1,0,-0.1663,0,F180316C00008870
F,11.02,*,F180316P00008870,,put,03/16/2018,03/14/2018,8.87,0.01,0,0.01,0,5683,1.4138,-0.0049,0.0151,-1.8263,0.0094,F180316P00008870
F,11.02,*,F180316C00009000,,call,03/16/2018,03/14/2018,9,2.41,2,2.05,10,184,0.5225,1,0,-0.1687,0,F180316C00009000
F,11.02,*,F180316P00009000,,put,03/16/2018,03/14/2018,9,0.01,0,0.01,0,4,1.4138,-0.0079,0.023,-2.7945,0.0144,F180316P00009000
F,11.02,*,F180316C00009500,,call,03/16/2018,03/14/2018,9.5,1.56,1.51,1.54,5,8,0.5225,1,0,-0.1784,0,F180316C00009500
F,11.02,*,F180316P00009500,,put,03/16/2018,03/14/2018,9.5,0.02,0,0.01,0,231,1.4138,-0.0375,0.0868,-10.5302,0.0545,F180316P00009500
F,11.02,*,F180316C00009870,,call,03/16/2018,03/14/2018,9.87,1.22,1.14,1.17,188,2731,0.5225,0.9998,0.0024,-0.2254,0.0006,F180316C00009870
F,11.02,*,F180316P00009870,,put,03/16/2018,03/14/2018,9.87,0.01,0,0.01,6,25506,1.238,-0.0654,0.1544,-14.3578,0.0848,F180316P00009870
F,11.02,*,F180316C00010000,,call,03/16/2018,03/14/2018,10,1.07,1.01,1.04,24,3058,0.5225,0.999,0.0096,-0.346,0.0022,F180316C00010000
F,11.02,*,F180316P00010000,,put,03/16/2018,03/14/2018,10,0.01,0,0.01,5,3097,1.1814,-0.0812,0.1911,-16.1785,0.1002,F180316P00010000
F,11.02,*,F180316C00010500,,call,03/16/2018,03/14/2018,10.5,0.54,0.52,0.54,261,3333,0.5225,0.9393,0.3456,-5.9132,0.0801,F180316C00010500
