UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
XLF,26.53,*,XLF180706C00019500,,call,07/06/2018,07/05/2018,19.5,0,6.95,7.1,0,0,0.8643,1,0,-0.4544,0,XLF180706C00019500
XLF,26.53,*,XLF180706P00019500,,put,07/06/2018,07/05/2018,19.5,0,0,0.02,0,0,0.8639,0,0,0,0,XLF180706P00019500
XLF,26.53,*,XLF180706C00020000,,call,07/06/2018,07/05/2018,20,0,6.45,6.6,0,0,0.8643,1,0,-0.4661,0,XLF180706C00020000
XLF,26.53,*,XLF180706P00020000,,put,07/06/2018,07/05/2018,20,0,0,0.02,0,0,0.8639,0,0,0,0,XLF180706P00020000
XLF,26.53,*,XLF180706C00021000,,call,07/06/2018,07/05/2018,21,5.9,5.45,5.6,0,3,0.8643,1,0,-0.4894,0,XLF180706C00021000
XLF,26.53,*,XLF180706P00021000,,put,07/06/2018,07/05/2018,21,0,0,0.02,0,0,0.8639,0,0,0,0,XLF180706P00021000
XLF,26.53,*,XLF180706C00021500,,call,07/06/2018,07/05/2018,21.5,0,4.95,5.1,0,0,0.8643,1,0,-0.501,0,XLF180706C00021500
XLF,26.53,*,XLF180706P00021500,,put,07/06/2018,07/05/2018,21.5,0,0,0.02,0,0,0.8639,0,0,0,0,XLF180706P00021500
XLF,26.53,*,XLF180706C00022000,,call,07/06/2018,07/05/2018,22,4.7,4.5,4.7,0,16,0.8643,1,0,-0.5127,0,XLF180706C00022000
XLF,26.53,*,XLF180706P00022000,,put,07/06/2018,07/05/2018,22,0.01,0,0.01,0,3,0.8639,0,0,0,0,XLF180706P00022000
XLF,26.53,*,XLF180706C00022500,,call,07/06/2018,07/05/2018,22.5,0,3.95,4.1,0,0,0.8643,1,0,-0.5243,0,XLF180706C00022500
XLF,26.53,*,XLF180706P00022500,,put,07/06/2018,07/05/2018,22.5,0,0,0.01,0,0,0.8639,0,0,0,0,XLF180706P00022500
XLF,26.53,*,XLF180706C00023000,,call,07/06/2018,07/05/2018,23,3.55,3.45,3.6,0,547,0.8643,1,0,-0.536,0,XLF180706C00023000
