UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
MSFT,100.86,*,MSFT180622C00060000,,call,06/22/2018,06/18/2018,60,0,39.15,42.6,0,0,0.3371,1,0,-1.4015,0,MSFT180622C00060000
MSFT,100.86,*,MSFT180622P00060000,,put,06/22/2018,06/18/2018,60,0,0,0.02,0,0,0.3318,0,0,0,0,MSFT180622P00060000
MSFT,100.86,*,MSFT180622C00065000,,call,06/22/2018,06/18/2018,65,0,34.15,37.6,0,0,0.3371,1,0,-1.5183,0,MSFT180622C00065000
MSFT,100.86,*,MSFT180622P00065000,,put,06/22/2018,06/18/2018,65,0,0,0.02,0,0,0.3318,0,0,0,0,MSFT180622P00065000
MSFT,100.86,*,MSFT180622C00070000,,call,06/22/2018,06/18/2018,70,0,30.8,31.25,0,0,0.3371,1,0,-1.6351,0,MSFT180622C00070000
MSFT,100.86,*,MSFT180622P00070000,,put,06/22/2018,06/18/2018,70,0,0,0.02,0,0,0.3318,0,0,0,0,MSFT180622P00070000
MSFT,100.86,*,MSFT180622C00075000,,call,06/22/2018,06/18/2018,75,26.08,25.8,26,0,5,0.3371,1,0,-1.7519,0,MSFT180622C00075000
MSFT,100.86,*,MSFT180622P00075000,,put,06/22/2018,06/18/2018,75,0,0,0.02,0,0,0.3318,0,0,0,0,MSFT180622P00075000
MSFT,100.86,*,MSFT180622C00080000,,call,06/22/2018,06/18/2018,80,21,20.85,20.95,2,9,0.3371,1,0,-1.8686,0,MSFT180622C00080000
MSFT,100.86,*,MSFT180622P00080000,,put,06/22/2018,06/18/2018,80,0.02,0,0.02,0,58,0.3318,0,0,0,0,MSFT180622P00080000
MSFT,100.86,*,MSFT180622C00085000,,call,06/22/2018,06/18/2018,85,16.05,15.85,15.95,17,124,0.3371,1,0,-1.9855,0,MSFT180622C00085000
MSFT,100.86,*,MSFT180622P00085000,,put,06/22/2018,06/18/2018,85,0.01,0,0.02,0,80,0.3318,0,0,0,0,MSFT180622P00085000
MSFT,100.86,*,MSFT180622C00087000,,call,06/22/2018,06/18/2018,87,15.52,13.8,14,0,9,0.3371,1,0,-2.0339,0.0001,MSFT180622C00087000
MSFT,100.86,*,MSFT180622P00087000,,put,06/22/2018,06/18/2018,87,0.01,0,0.02,0,57,0.3318,0,0,-0.0012,0.0001,MSFT180622P00087000
MSFT,100.86,*,MSFT180622C00087500,,call,06/22/2018,06/18/2018,87.5,15.05,13.3,13.5,0,37,0.3371,1,0,-2.0476,0.0002,MSFT180622C00087500
MSFT,100.86,*,MSFT180622P00087500,,put,06/22/2018,06/18/2018,87.5,0.03,0,0.02,0,13,0.3318,0,0,-0.0027,0.0002,MSFT180622P00087500
MSFT,100.86,*,MSFT180622C00088000,,call,06/22/2018,06/18/2018,88,8.9,12.8,13,0,20,0.3371,1,0,-2.0637,0.0004,MSFT180622C00088000
MSFT,100.86,*,MSFT180622P00088000,,put,06/22/2018,06/18/2018,88,0.01,0,0.02,10,35,0.3318,0,0,-0.0061,0.0003,MSFT180622P00088000
MSFT,100.86,*,MSFT180622C00088500,,call,06/22/2018,06/18/2018,88.5,7.65,12.3,12.5,0,78,0.3371,1,0,-2.0843,0.0009,MSFT180622C00088500
MSFT,100.86,*,MSFT180622P00088500,,put,06/22/2018,06/18/2018,88.5,0.01,0,0.03,0,155,0.3318,0,0,-0.0129,0.0007,MSFT180622P00088500
MSFT,100.86,*,MSFT180622C00089000,,call,06/22/2018,06/18/2018,89,12.15,11.75,11.95,0,9,0.3371,1,0.0001,-2.1133,0.0019,MSFT180622C00089000
MSFT,100.86,*,MSFT180622P00089000,,put,06/22/2018,06/18/2018,89,0.02,0,0.01,0,86,0.3318,0,0,-0.0265,0.0015,MSFT180622P00089000
MSFT,100.86,*,MSFT180622C00089500,,call,06/22/2018,06/18/2018,89.5,9.15,11.3,11.5,0,23,0.3371,0.9999,0.0001,-2.1574,0.0036,MSFT180622C00089500
MSFT,100.86,*,MSFT180622P00089500,,put,06/22/2018,06/18/2018,89.5,0.02,0,0.03,15,59,0.3318,-0.0001,0.0001,-0.0527,0.0029,MSFT180622P00089500
MSFT,100.86,*,MSFT180622C00090000,,call,06/22/2018,06/18/2018,90,10.9,10.85,10.95,54,150,0.3371,0.9998,0.0002,-2.2278,0.0068,MSFT180622C00090000
MSFT,100.86,*,MSFT180622P00090000,,put,06/22/2018,06/18/2018,90,0.02,0.01,0.03,45,1190,0.3318,-0.0001,0.0002,-0.101,0.0056,MSFT180622P00090000
MSFT,100.86,*,MSFT180622C00090500,,call,06/22/2018,06/18/2018,90.5,10.4,10.35,10.45,20,127,0.3371,0.9996,0.0004,-2.342,0.0124,MSFT180622C00090500
MSFT,100.86,*,MSFT180622P00090500,,put,06/22/2018,06/18/2018,90.5,0.04,0,0.02,0,916,0.3318,-0.0003,0.0003,-0.187,0.0103,MSFT180622P00090500
MSFT,100.86,*,MSFT180622C00091000,,call,06/22/2018,06/18/2018,91,7.25,9.75,9.95,0,8,0.3371,0.9994,0.0007,-2.5268,0.0218,MSFT180622C00091000
MSFT,100.86,*,MSFT180622P00091000,,put,06/22/2018,06/18/2018,91,0.01,0.01,0.03,14,601,0.3318,-0.0005,0.0006,-0.3348,0.0185,MSFT180622P00091000
MSFT,100.86,*,MSFT180622C00091500,,call,06/22/2018,06/18/2018,91.5,10.35,9.25,9.5,0,50,0.3371,0.9988,0.0012,-2.8205,0.0372,MSFT180622C00091500
MSFT,100.86,*,MSFT180622P00091500,,put,06/22/2018,06/18/2018,91.5,0.02,0,0.03,0,67,0.3318,-0.001,0.001,-0.5801,0.0321,MSFT180622P00091500
MSFT,100.86,*,MSFT180622C00092000,,call,06/22/2018,06/18/2018,92,8.9,8.85,8.95,76,142,0.3371,0.998,0.002,-3.2762,0.0613,MSFT180622C00092000
MSFT,100.86,*,MSFT180622P00092000,,put,06/22/2018,06/18/2018,92,0.02,0,0.03,41,198,0.3318,-0.0017,0.0017,-0.9726,0.0538,MSFT180622P00092000
MSFT,100.86,*,MSFT180622C00092500,,call,06/22/2018,06/18/2018,92.5,8.4,8.35,8.45,29,191,0.3371,0.9966,0.0031,-3.9636,0.0981,MSFT180622C00092500
MSFT,100.86,*,MSFT180622P00092500,,put,06/22/2018,06/18/2018,92.5,0.03,0,0.05,2,200,0.3318,-0.003,0.0028,-1.5791,0.0873,MSFT180622P00092500
MSFT,100.86,*,MSFT180622C00093000,,call,06/22/2018,06/18/2018,93,8,7.85,7.95,71,234,0.3371,0.9945,0.0049,-4.9691,0.1523,MSFT180622C00093000
MSFT,100.86,*,MSFT180622P00093000,,put,06/22/2018,06/18/2018,93,0.04,0,0.05,3,98,0.3318,-0.0049,0.0045,-2.4842,0.1374,MSFT180622P00093000
MSFT,100.86,*,MSFT180622C00093500,,call,06/22/2018,06/18/2018,93.5,7.4,7.35,7.5,2,51,0.3371,0.9912,0.0073,-6.3935,0.2292,MSFT180622C00093500
MSFT,100.86,*,MSFT180622P00093500,,put,06/22/2018,06/18/2018,93.5,0.06,0.01,0.05,1,193,0.3318,-0.0079,0.0068,-3.7883,0.2096,MSFT180622P00093500
MSFT,100.86,*,MSFT180622C00094000,,call,06/22/2018,06/18/2018,94,7,6.8,7,0,26,0.3371,0.9864,0.0107,-8.3461,0.335,MSFT180622C00094000
MSFT,100.86,*,MSFT180622P00094000,,put,06/22/2018,06/18/2018,94,0.03,0.02,0.03,11,917,0.3318,-0.0124,0.0101,-5.6025,0.31,MSFT180622P00094000
MSFT,100.86,*,MSFT180622C00094500,,call,06/22/2018,06/18/2018,94.5,6.5,6.35,6.5,13,135,0.3371,0.9796,0.0152,-10.9347,0.4755,MSFT180622C00094500
MSFT,100.86,*,MSFT180622P00094500,,put,06/22/2018,06/18/2018,94.5,0.02,0.02,0.03,69,183,0.3318,-0.0189,0.0144,-8.0394,0.445,MSFT180622P00094500
MSFT,100.86,*,MSFT180622C00095000,,call,06/22/2018,06/18/2018,95,6,5.85,6,47,467,0.3371,0.97,0.0209,-14.2516,0.6558,MSFT180622C00095000
MSFT,100.86,*,MSFT180622P00095000,,put,06/22/2018,06/18/2018,95,0.03,0.03,0.04,101,498,0.3318,-0.028,0.0201,-11.1983,0.6201,MSFT180622P00095000
MSFT,100.86,*,MSFT180622C00095500,,call,06/22/2018,06/18/2018,95.5,5.5,5.4,5.5,11,594,0.3371,0.9571,0.0281,-18.3564,0.8793,MSFT180622C00095500
MSFT,100.86,*,MSFT180622P00095500,,put,06/22/2018,06/18/2018,95.5,0.04,0.03,0.04,11,301,0.3074,-0.03,0.023,-10.9652,0.6558,MSFT180622P00095500
MSFT,100.86,*,MSFT180622C00096000,,call,06/22/2018,06/18/2018,96,4.93,4.9,5,13,178,0.311,0.9539,0.0323,-17.9989,0.9318,MSFT180622C00096000
MSFT,100.86,*,MSFT180622P00096000,,put,06/22/2018,06/18/2018,96,0.05,0.03,0.05,474,2053,0.2891,-0.0352,0.0279,-11.7651,0.7486,MSFT180622P00096000
MSFT,100.86,*,MSFT180622C00096500,,call,06/22/2018,06/18/2018,96.5,4.43,4.4,4.5,107,325,0.2846,0.9501,0.0375,-17.5894,0.9918,MSFT180622C00096500
MSFT,100.86,*,MSFT180622P00096500,,put,06/22/2018,06/18/2018,96.5,0.06,0.05,0.06,91,244,0.2817,-0.0482,0.0369,-14.7658,0.9648,MSFT180622P00096500
MSFT,100.86,*,MSFT180622C00097000,,call,06/22/2018,06/18/2018,97,3.95,3.9,4,47,531,0.2579,0.9457,0.0443,-17.1286,1.0618,MSFT180622C00097000
MSFT,100.86,*,MSFT180622P00097000,,put,06/22/2018,06/18/2018,97,0.07,0.06,0.07,74,447,0.2645,-0.0588,0.046,-16.2266,1.1302,MSFT180622P00097000
MSFT,100.86,*,MSFT180622C00097500,,call,06/22/2018,06/18/2018,97.5,3.45,3.45,3.55,51,828,0.272,0.9074,0.0633,-25.871,1.5992,MSFT180622C00097500
MSFT,100.86,*,MSFT180622P00097500,,put,06/22/2018,06/18/2018,97.5,0.1,0.08,0.09,82,548,0.2523,-0.0769,0.0593,-19.029,1.3908,MSFT180622P00097500
MSFT,100.86,*,MSFT180622C00098000,,call,06/22/2018,06/18/2018,98,3.01,2.99,3.05,220,652,0.2548,0.8854,0.0789,-28.0539,1.8665,MSFT180622C00098000
MSFT,100.86,*,MSFT180622P00098000,,put,06/22/2018,06/18/2018,98,0.11,0.1,0.13,676,2022,0.2414,-0.1024,0.0768,-22.5099,1.7216,MSFT180622P00098000
MSFT,100.86,*,MSFT180622C00098500,,call,06/22/2018,06/18/2018,98.5,2.62,2.54,2.59,283,935,0.2435,0.8504,0.0992,-31.8465,2.243,MSFT180622C00098500
MSFT,100.86,*,MSFT180622P00098500,,put,06/22/2018,06/18/2018,98.5,0.16,0.15,0.17,455,1647,0.2327,-0.1389,0.0987,-26.8502,2.1335,MSFT180622P00098500
MSFT,100.86,*,MSFT180622C00099000,,call,06/22/2018,06/18/2018,99,2.12,2.11,2.15,185,952,0.2338,0.8034,0.123,-36.0296,2.6707,MSFT180622C00099000
MSFT,100.86,*,MSFT180622P00099000,,put,06/22/2018,06/18/2018,99,0.22,0.21,0.24,783,1170,0.2247,-0.1874,0.1242,-31.459,2.5935,MSFT180622P00099000
