UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
FXI,42.15,*,FXI180817C00018000,,call,08/17/2018,08/13/2018,18,0,24,25.7,0,0,0.3378,1,0,-0.4209,0,FXI180817C00018000
FXI,42.15,*,FXI180817P00018000,,put,08/17/2018,08/13/2018,18,0,0,0.02,0,0,0.3515,0,0,0,0,FXI180817P00018000
FXI,42.15,*,FXI180817C00019000,,call,08/17/2018,08/13/2018,19,0,22.9,24.85,0,0,0.3378,1,0,-0.4443,0,FXI180817C00019000
FXI,42.15,*,FXI180817P00019000,,put,08/17/2018,08/13/2018,19,0,0,0.02,0,0,0.3515,0,0,0,0,FXI180817P00019000
FXI,42.15,*,FXI180817C00020000,,call,08/17/2018,08/13/2018,20,22.95,22.1,22.4,0,20,0.3378,1,0,-0.4677,0,FXI180817C00020000
FXI,42.15,*,FXI180817P00020000,,put,08/17/2018,08/13/2018,20,0,0,0.02,0,0,0.3515,0,0,0,0,FXI180817P00020000
FXI,42.15,*,FXI180817C00021000,,call,08/17/2018,08/13/2018,21,0,21.1,22.35,0,0,0.3378,1,0,-0.4911,0,FXI180817C00021000
FXI,42.15,*,FXI180817P00021000,,put,08/17/2018,08/13/2018,21,0,0,0.02,0,0,0.3515,0,0,0,0,FXI180817P00021000
FXI,42.15,*,FXI180817C00022000,,call,08/17/2018,08/13/2018,22,0,20.1,21.75,0,0,0.3378,1,0,-0.5145,0,FXI180817C00022000
FXI,42.15,*,FXI180817P00022000,,put,08/17/2018,08/13/2018,22,0,0,0.02,0,0,0.3515,0,0,0,0,FXI180817P00022000
FXI,42.15,*,FXI180817C00023000,,call,08/17/2018,08/13/2018,23,0,19.1,20.35,0,0,0.3378,1,0,-0.5379,0,FXI180817C00023000
FXI,42.15,*,FXI180817P00023000,,put,08/17/2018,08/13/2018,23,0,0,0.02,0,0,0.3515,0,0,0,0,FXI180817P00023000
FXI,42.15,*,FXI180817C00024000,,call,08/17/2018,08/13/2018,24,19.2,18.1,18.25,0,16,0.3378,1,0,-0.5613,0,FXI180817C00024000
FXI,42.15,*,FXI180817P00024000,,put,08/17/2018,08/13/2018,24,0,0,0.02,0,0,0.3515,0,0,0,0,FXI180817P00024000
FXI,42.15,*,FXI180817C00025000,,call,08/17/2018,08/13/2018,25,19.81,17.05,17.25,0,1,0.3378,1,0,-0.5847,0,FXI180817C00025000
FXI,42.15,*,FXI180817P00025000,,put,08/17/2018,08/13/2018,25,0.01,0,0.02,0,35,0.3515,0,0,0,0,FXI180817P00025000
FXI,42.15,*,FXI180817C00026000,,call,08/17/2018,08/13/2018,26,0,16.1,17.75,0,0,0.3378,1,0,-0.608,0,FXI180817C00026000
FXI,42.15,*,FXI180817P00026000,,put,08/17/2018,08/13/2018,26,0,0,0.02,0,40,0.3515,0,0,0,0,FXI180817P00026000
FXI,42.15,*,FXI180817C00027000,,call,08/17/2018,08/13/2018,27,0,15.1,16.8,0,0,0.3378,1,0,-0.6314,0,FXI180817C00027000
