UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
GE,13.66,*,GE180420C00007000,,call,04/20/2018,04/18/2018,7,6.78,6.65,6.7,0,10,1.5885,1,0,-0.1526,0,GE180420C00007000
GE,13.66,*,GE180420P00007000,,put,04/20/2018,04/18/2018,7,0.01,0,0.01,0,15,1.2706,0,0,0,0,GE180420P00007000
GE,13.66,*,GE180420C00008000,,call,04/20/2018,04/18/2018,8,5.7,5.65,5.7,40,212,1.5885,1,0,-0.1744,0,GE180420C00008000
GE,13.66,*,GE180420P00008000,,put,04/20/2018,04/18/2018,8,0.01,0,0.01,0,997,1.2706,0,0,0,0,GE180420P00008000
GE,13.66,*,GE180420C00009000,,call,04/20/2018,04/18/2018,9,5.55,4.6,4.7,0,31,1.5885,1,0,-0.2007,0,GE180420C00009000
GE,13.66,*,GE180420P00009000,,put,04/20/2018,04/18/2018,9,0.01,0,0.01,1,0,1.2706,0,0,0,0,GE180420P00009000
GE,13.66,*,GE180420C00009500,,call,04/20/2018,04/18/2018,9.5,3.72,4.15,4.2,0,16,1.5885,0.9999,0.0002,-0.2535,0.0002,GE180420C00009500
GE,13.66,*,GE180420P00009500,,put,04/20/2018,04/18/2018,9.5,0.01,0,0.01,0,248,1.2706,0,0,-0.0007,0,GE180420P00009500
GE,13.66,*,GE180420C00010000,,call,04/20/2018,04/18/2018,10,3.7,3.65,3.7,1,133,1.5885,0.9995,0.0013,-0.5297,0.0014,GE180420C00010000
GE,13.66,*,GE180420P00010000,,put,04/20/2018,04/18/2018,10,0.02,0,0.01,3,0,1.2706,0,0.0001,-0.0128,0.0001,GE180420P00010000
GE,13.66,*,GE180420C00010500,,call,04/20/2018,04/18/2018,10.5,2.86,3.15,3.25,0,70,1.5885,0.9974,0.0062,-1.6926,0.0067,GE180420C00010500
GE,13.66,*,GE180420P00010500,,put,04/20/2018,04/18/2018,10.5,0.01,0,0.01,5,1023,1.2706,-0.0003,0.0009,-0.1413,0.0008,GE180420P00010500
GE,13.66,*,GE180420C00011000,,call,04/20/2018,04/18/2018,11,2.86,2.66,2.69,50,417,1.5885,0.9894,0.0214,-5.2674,0.0231,GE180420C00011000
GE,13.66,*,GE180420P00011000,,put,04/20/2018,04/18/2018,11,0.01,0,0.01,2,1473,1.2706,-0.0021,0.0064,-0.9594,0.0055,GE180420P00011000
GE,13.66,*,GE180420C00011500,,call,04/20/2018,04/18/2018,11.5,2.24,2.17,2.19,15,441,1.5885,0.9672,0.0558,-13.3779,0.0604,GE180420C00011500
GE,13.66,*,GE180420P00011500,,put,04/20/2018,04/18/2018,11.5,0.01,0,0.01,219,17568,1.2706,-0.0113,0.0282,-4.2468,0.0244,GE180420P00011500
GE,13.66,*,GE180420C00012000,,call,04/20/2018,04/18/2018,12,1.71,1.68,1.7,380,3396,1.3856,0.9441,0.0985,-17.8927,0.0931,GE180420C00012000
GE,13.66,*,GE180420P00012000,,put,04/20/2018,04/18/2018,12,0.03,0.01,0.03,2150,48876,1.2706,-0.0421,0.0857,-12.8895,0.0742,GE180420P00012000
GE,13.66,*,GE180420C00012500,,call,04/20/2018,04/18/2018,12.5,1.22,1.21,1.23,632,3513,1.2531,0.887,0.1853,-27.3849,0.1583,GE180420C00012500
GE,13.66,*,GE180420P00012500,,put,04/20/2018,04/18/2018,12.5,0.05,0.04,0.05,1225,25590,1.1612,-0.0967,0.1786,-22.4374,0.1414,GE180420P00012500
GE,13.66,*,GE180420C00013000,,call,04/20/2018,04/18/2018,13,0.8,0.78,0.8,952,20255,1.1485,0.7732,0.3178,-39.3176,0.2488,GE180420C00013000
