UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
F,10.56,*,F180323C00005500,,call,03/23/2018,03/23/2018,5.5,0,5,5.1,0,0,0.3,1,0,0,0,F180323C00005500
F,10.56,*,F180323P00005500,,put,03/23/2018,03/23/2018,5.5,0,0,0.03,0,0,0.3,0,0,0,0,F180323P00005500
F,10.56,*,F180323C00006000,,call,03/23/2018,03/23/2018,6,4.7,4.5,4.6,2,0,0.3,1,0,0,0,F180323C00006000
F,10.56,*,F180323P00006000,,put,03/23/2018,03/23/2018,6,0,0,0.03,0,0,0.3,0,0,0,0,F180323P00006000
F,10.56,*,F180323C00006500,,call,03/23/2018,03/23/2018,6.5,0,4,4.1,0,0,0.3,1,0,0,0,F180323C00006500
F,10.56,*,F180323P00006500,,put,03/23/2018,03/23/2018,6.5,0,0,0.03,0,0,0.3,0,0,0,0,F180323P00006500
F,10.56,*,F180323C00007000,,call,03/23/2018,03/23/2018,7,0,3.5,3.6,0,0,0.3,1,0,0,0,F180323C00007000
F,10.56,*,F180323P00007000,,put,03/23/2018,03/23/2018,7,0,0,0.03,0,0,0.3,0,0,0,0,F180323P00007000
F,10.56,*,F180323C00007500,,call,03/23/2018,03/23/2018,7.5,0,3,3.1,0,0,0.3,1,0,0,0,F180323C00007500
F,10.56,*,F180323P00007500,,put,03/23/2018,03/23/2018,7.5,0,0,0.03,0,0,0.3,0,0,0,0,F180323P00007500
F,10.56,*,F180323C00008000,,call,03/23/2018,03/23/2018,8,2.91,2.54,2.58,0,8,0.3,1,0,0,0,F180323C00008000
F,10.56,*,F180323P00008000,,put,03/23/2018,03/23/2018,8,0.01,0,0.03,0,1,0.3,0,0,0,0,F180323P00008000
F,10.56,*,F180323C00008500,,call,03/23/2018,03/23/2018,8.5,0,2.01,2.08,0,0,0.3,1,0,0,0,F180323C00008500
F,10.56,*,F180323P00008500,,put,03/23/2018,03/23/2018,8.5,0,0,0.03,0,0,0.3,0,0,0,0,F180323P00008500
F,10.56,*,F180323C00009000,,call,03/23/2018,03/23/2018,9,1.94,1.54,1.58,0,451,0.3,1,0,0,0,F180323C00009000
F,10.56,*,F180323P00009000,,put,03/23/2018,03/23/2018,9,0.02,0,0.03,0,100,0.3,0,0,0,0,F180323P00009000
F,10.56,*,F180323C00009500,,call,03/23/2018,03/23/2018,9.5,1.16,1.04,1.08,2,194,0.3,1,0,0,0,F180323C00009500
F,10.56,*,F180323P00009500,,put,03/23/2018,03/23/2018,9.5,0.01,0,0.02,0,1139,0.3,0,0,0,0,F180323P00009500
F,10.56,*,F180323C00010000,,call,03/23/2018,03/23/2018,10,0.57,0.54,0.58,19,431,0.3,1,0,0,0,F180323C00010000
F,10.56,*,F180323P00010000,,put,03/23/2018,03/23/2018,10,0.01,0,0.01,0,0,0.3,0,0,0,0,F180323P00010000
F,10.56,*,F180323C00010500,,call,03/23/2018,03/23/2018,10.5,0.06,0.04,0.08,1690,1740,0.3,1,0,0,0,F180323C00010500
F,10.56,*,F180323P00010500,,put,03/23/2018,03/23/2018,10.5,0.01,0,0.01,50,2737,0.3,0,0,0,0,F180323P00010500
F,10.56,*,F180323C00011000,,call,03/23/2018,03/23/2018,11,0.03,0,0.01,197,16713,0.3,0,0,0,0,F180323C00011000
F,10.56,*,F180323P00011000,,put,03/23/2018,03/23/2018,11,0.45,0.43,0.47,1691,3590,0.3,-1,0,0,0,F180323P00011000
F,10.56,*,F180323C00011500,,call,03/23/2018,03/23/2018,11.5,0.01,0,0.01,5,9418,0.3,0,0,0,0,F180323C00011500
F,10.56,*,F180323P00011500,,put,03/23/2018,03/23/2018,11.5,0.9,0.93,0.96,38,470,0.3,-1,0,0,0,F180323P00011500
F,10.56,*,F180323C00012000,,call,03/23/2018,03/23/2018,12,0.01,0,0.01,0,657,0.3,0,0,0,0,F180323C00012000
F,10.56,*,F180323P00012000,,put,03/23/2018,03/23/2018,12,1.31,1.43,1.46,11,132,0.3,-1,0,0,0,F180323P00012000
F,10.56,*,F180323C00012500,,call,03/23/2018,03/23/2018,12.5,0.01,0,0.01,0,36,0.3,0,0,0,0,F180323C00012500
F,10.56,*,F180323P00012500,,put,03/23/2018,03/23/2018,12.5,1.8,1.93,1.96,1,200,0.3,-1,0,0,0,F180323P00012500
F,10.56,*,F180323C00013000,,call,03/23/2018,03/23/2018,13,0.02,0,0.03,0,1,0.3,0,0,0,0,F180323C00013000
F,10.56,*,F180323P00013000,,put,03/23/2018,03/23/2018,13,1.92,2.43,2.47,0,6,0.3,-1,0,0,0,F180323P00013000
F,10.56,*,F180323C00013500,,call,03/23/2018,03/23/2018,13.5,0.01,0,0.01,0,20,0.3,0,0,0,0,F180323C00013500
F,10.56,*,F180323P00013500,,put,03/23/2018,03/23/2018,13.5,2.39,2.93,2.96,0,0,0.3,-1,0,0,0,F180323P00013500
F,10.56,*,F180323C00014000,,call,03/23/2018,03/23/2018,14,0.01,0,0.03,0,1,0.3,0,0,0,0,F180323C00014000
F,10.56,*,F180323P00014000,,put,03/23/2018,03/23/2018,14,0,3.4,3.5,0,0,0.3,-1,0,0,0,F180323P00014000
F,10.56,*,F180323C00014500,,call,03/23/2018,03/23/2018,14.5,0.01,0,0.03,0,1,0.3,0,0,0,0,F180323C00014500
F,10.56,*,F180323P00014500,,put,03/23/2018,03/23/2018,14.5,0,3.9,4,0,0,0.3,-1,0,0,0,F180323P00014500
F,10.56,*,F180323C00015000,,call,03/23/2018,03/23/2018,15,0.01,0,0.01,0,4,0.3,0,0,0,0,F180323C00015000
F,10.56,*,F180323P00015000,,put,03/23/2018,03/23/2018,15,3.85,4.4,4.5,0,0,0.3,-1,0,0,0,F180323P00015000
F,10.56,*,F180323C00015500,,call,03/23/2018,03/23/2018,15.5,0.01,0,0.01,0,1,0.3,0,0,0,0,F180323C00015500
F,10.56,*,F180323P00015500,,put,03/23/2018,03/23/2018,15.5,0,4.9,5,0,0,0.3,-1,0,0,0,F180323P00015500
