UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
VIX,23.37,*,VIX181031C00010000,,call,10/31/2018,10/30/2018,10,12.03,12.8,14.3,0,58,2.8803,1,0,-0.233,0,VIX181031C00010000
VIX,23.37,*,VIX181031P00010000,,put,10/31/2018,10/30/2018,10,0.02,0,0.05,0,227,2.0128,0,0,0,0,VIX181031P00010000
VIX,23.37,*,VIX181031C00010500,,call,10/31/2018,10/30/2018,10.5,8.84,12.3,13.8,0,2,2.8803,1,0,-0.2447,0,VIX181031C00010500
VIX,23.37,*,VIX181031P00010500,,put,10/31/2018,10/30/2018,10.5,0.05,0,0.05,0,36,2.0128,0,0,0,0,VIX181031P00010500
VIX,23.37,*,VIX181031C00011000,,call,10/31/2018,10/30/2018,11,5.04,11.8,13.3,0,3,2.8803,1,0,-0.2563,0,VIX181031C00011000
VIX,23.37,*,VIX181031P00011000,,put,10/31/2018,10/30/2018,11,0.02,0,0.05,0,412,2.0128,0,0,0,0,VIX181031P00011000
VIX,23.37,*,VIX181031C00011500,,call,10/31/2018,10/30/2018,11.5,4.1,11.3,12.8,0,7,2.8803,1,0,-0.268,0,VIX181031C00011500
VIX,23.37,*,VIX181031P00011500,,put,10/31/2018,10/30/2018,11.5,0.05,0,0.05,0,37,2.0128,0,0,0,0,VIX181031P00011500
VIX,23.37,*,VIX181031C00012000,,call,10/31/2018,10/30/2018,12,12.31,10.8,12.3,20,1666,2.8803,1,0,-0.2796,0,VIX181031C00012000
VIX,23.37,*,VIX181031P00012000,,put,10/31/2018,10/30/2018,12,0.05,0,0.05,0,145,2.0128,0,0,0,0,VIX181031P00012000
VIX,23.37,*,VIX181031C00012500,,call,10/31/2018,10/30/2018,12.5,5.1,10.3,11.8,0,25,2.8803,1,0,-0.2913,0,VIX181031C00012500
VIX,23.37,*,VIX181031P00012500,,put,10/31/2018,10/30/2018,12.5,0.1,0,0.05,0,146,2.0128,0,0,0,0,VIX181031P00012500
VIX,23.37,*,VIX181031C00013000,,call,10/31/2018,10/30/2018,13,10.93,9.8,11.3,157,180,2.8803,1,0,-0.3029,0,VIX181031C00013000
VIX,23.37,*,VIX181031P00013000,,put,10/31/2018,10/30/2018,13,0.03,0,0.05,0,761,2.0128,0,0,0,0,VIX181031P00013000
VIX,23.37,*,VIX181031C00013500,,call,10/31/2018,10/30/2018,13.5,6.4,9.3,10.8,0,20,2.8803,1,0,-0.3146,0,VIX181031C00013500
VIX,23.37,*,VIX181031P00013500,,put,10/31/2018,10/30/2018,13.5,0.03,0,0.05,0,75,2.0128,0,0,0,0,VIX181031P00013500
VIX,23.37,*,VIX181031C00014000,,call,10/31/2018,10/30/2018,14,9.2,8.8,10.3,11,434,2.8803,1,0,-0.3262,0,VIX181031C00014000
VIX,23.37,*,VIX181031P00014000,,put,10/31/2018,10/30/2018,14,0.1,0,0.05,0,490,2.0128,0,0,0,0,VIX181031P00014000
VIX,23.37,*,VIX181031C00014500,,call,10/31/2018,10/30/2018,14.5,9.16,8.6,9.8,2,112,2.8803,1,0,-0.338,0,VIX181031C00014500
VIX,23.37,*,VIX181031P00014500,,put,10/31/2018,10/30/2018,14.5,0.14,0,0.05,0,100,2.0128,0,0,0,0,VIX181031P00014500
VIX,23.37,*,VIX181031C00015000,,call,10/31/2018,10/30/2018,15,8.85,7.8,9.3,4,200,2.8803,1,0,-0.3504,0,VIX181031C00015000
VIX,23.37,*,VIX181031P00015000,,put,10/31/2018,10/30/2018,15,0.02,0,0.05,0,257,2.0128,0,0,0,0,VIX181031P00015000
VIX,23.37,*,VIX181031C00016000,,call,10/31/2018,10/30/2018,16,7.43,6.8,8.3,17,216,2.8803,1,0,-0.4011,0,VIX181031C00016000
VIX,23.37,*,VIX181031P00016000,,put,10/31/2018,10/30/2018,16,0.02,0,0.05,12,518,2.0128,0,0,0,0,VIX181031P00016000
VIX,23.37,*,VIX181031C00017000,,call,10/31/2018,10/30/2018,17,6.5,5.8,7.1,51,103,2.8803,0.9999,0.0002,-0.8693,0.0003,VIX181031C00017000
VIX,23.37,*,VIX181031P00017000,,put,10/31/2018,10/30/2018,17,0.05,0,0.05,0,2012,2.0128,0,0,-0.0003,0,VIX181031P00017000
VIX,23.37,*,VIX181031C00018000,,call,10/31/2018,10/30/2018,18,5.8,4.8,6.3,77,323,2.8803,0.9988,0.0019,-4.7501,0.0027,VIX181031C00018000
VIX,23.37,*,VIX181031P00018000,,put,10/31/2018,10/30/2018,18,0.1,0,0.05,25,4152,2.0128,0,0,-0.0272,0,VIX181031P00018000
VIX,23.37,*,VIX181031C00019000,,call,10/31/2018,10/30/2018,19,4.36,3.8,5.2,26,74,2.8803,0.9923,0.0104,-24.0864,0.015,VIX181031C00019000
VIX,23.37,*,VIX181031P00019000,,put,10/31/2018,10/30/2018,19,0.02,0,0.05,15,1353,2.0128,-0.0003,0.0008,-0.8533,0.0008,VIX181031P00019000
VIX,23.37,*,VIX181031C00020000,,call,10/31/2018,10/30/2018,20,3.71,2.8,4.2,128,399,2.8803,0.9666,0.0366,-83.2911,0.0525,VIX181031C00020000
VIX,23.37,*,VIX181031P00020000,,put,10/31/2018,10/30/2018,20,0.05,0,0.05,14,1471,2.0128,-0.0048,0.0098,-10.823,0.0098,VIX181031P00020000
VIX,23.37,*,VIX181031C00021000,,call,10/31/2018,10/30/2018,21,3.64,1.95,3.3,40,406,2.8803,0.8984,0.0873,-198.2202,0.1254,VIX181031C00021000
VIX,23.37,*,VIX181031P00021000,,put,10/31/2018,10/30/2018,21,0.18,0,0.2,130,836,2.0128,-0.0368,0.0567,-62.6809,0.0569,VIX181031P00021000
