UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
FXI,42.11,*,FXI180803C00035000,,call,08/03/2018,08/02/2018,35,0,7.05,7.2,0,0,0.6675,1,0,-0.8187,0,FXI180803C00035000
FXI,42.11,*,FXI180803P00035000,,put,08/03/2018,08/02/2018,35,0,0,0.02,0,0,0.9215,0,0,0,0,FXI180803P00035000
FXI,42.11,*,FXI180803C00035500,,call,08/03/2018,08/02/2018,35.5,0,6.35,6.7,0,0,0.6675,1,0,-0.8304,0,FXI180803C00035500
FXI,42.11,*,FXI180803P00035500,,put,08/03/2018,08/02/2018,35.5,0,0,0.02,0,4,0.9215,0,0,0,0,FXI180803P00035500
FXI,42.11,*,FXI180803C00036000,,call,08/03/2018,08/02/2018,36,0,6.05,6.2,0,0,0.6675,1,0,-0.8421,0,FXI180803C00036000
FXI,42.11,*,FXI180803P00036000,,put,08/03/2018,08/02/2018,36,0,0,0.02,0,10,0.9215,0,0,0,0,FXI180803P00036000
FXI,42.11,*,FXI180803C00036500,,call,08/03/2018,08/02/2018,36.5,0,5.35,5.7,0,0,0.6675,1,0,-0.8538,0,FXI180803C00036500
FXI,42.11,*,FXI180803P00036500,,put,08/03/2018,08/02/2018,36.5,0.13,0,0.02,0,15,0.9215,0,0,-0.0004,0,FXI180803P00036500
FXI,42.11,*,FXI180803C00037000,,call,08/03/2018,08/02/2018,37,5.35,5.05,5.2,0,4,0.6675,1,0,-0.8654,0,FXI180803C00037000
FXI,42.11,*,FXI180803P00037000,,put,08/03/2018,08/02/2018,37,0.06,0,0.02,0,2,0.9215,0,0,-0.0049,0,FXI180803P00037000
FXI,42.11,*,FXI180803C00038000,,call,08/03/2018,08/02/2018,38,5.73,4.05,4.2,0,2,0.6675,1,0,-0.8893,0,FXI180803C00038000
FXI,42.11,*,FXI180803P00038000,,put,08/03/2018,08/02/2018,38,0,0,0.02,0,3,0.9215,-0.0001,0.0004,-0.27,0.0005,FXI180803P00038000
FXI,42.11,*,FXI180803C00038500,,call,08/03/2018,08/02/2018,38.5,0,3.55,3.7,0,0,0.6675,1,0,-0.9096,0,FXI180803C00038500
FXI,42.11,*,FXI180803P00038500,,put,08/03/2018,08/02/2018,38.5,0,0,0.02,0,0,0.9215,-0.0006,0.0018,-1.3752,0.0027,FXI180803P00038500
FXI,42.11,*,FXI180803C00039000,,call,08/03/2018,08/02/2018,39,4.65,3.1,3.2,0,16,0.6675,0.9999,0.0003,-1.0406,0.0004,FXI180803C00039000
FXI,42.11,*,FXI180803P00039000,,put,08/03/2018,08/02/2018,39,0.02,0,0.02,0,1872,0.9215,-0.0028,0.0073,-5.5249,0.011,FXI180803P00039000
FXI,42.11,*,FXI180803C00039500,,call,08/03/2018,08/02/2018,39.5,4.2,2.59,2.65,0,15,0.6675,0.9993,0.003,-2.0933,0.0032,FXI180803C00039500
FXI,42.11,*,FXI180803P00039500,,put,08/03/2018,08/02/2018,39.5,0.01,0,0.02,0,41,0.9215,-0.0104,0.0235,-17.6656,0.035,FXI180803P00039500
FXI,42.11,*,FXI180803C00040000,,call,08/03/2018,08/02/2018,40,2.5,2.08,2.19,0,81,0.6675,0.9948,0.0177,-7.9423,0.0192,FXI180803C00040000
FXI,42.11,*,FXI180803P00040000,,put,08/03/2018,08/02/2018,40,0.02,0.01,0.02,1,15073,0.9215,-0.0314,0.0603,-45.3309,0.0899,FXI180803P00040000
FXI,42.11,*,FXI180803C00040500,,call,08/03/2018,08/02/2018,40.5,1.28,1.61,1.69,39,159,0.6675,0.974,0.071,-28.9785,0.0768,FXI180803C00040500
FXI,42.11,*,FXI180803P00040500,,put,08/03/2018,08/02/2018,40.5,0.02,0.01,0.02,10,4137,0.734,-0.0384,0.0892,-42.5933,0.1061,FXI180803P00040500
FXI,42.11,*,FXI180803C00041000,,call,08/03/2018,08/02/2018,41,1.08,1.12,1.19,100,34,0.6675,0.9091,0.1925,-76.931,0.2081,FXI180803C00041000
FXI,42.11,*,FXI180803P00041000,,put,08/03/2018,08/02/2018,41,0.03,0.02,0.04,2621,3873,0.6323,-0.0795,0.1838,-65.0829,0.1882,FXI180803P00041000
FXI,42.11,*,FXI180803C00041500,,call,08/03/2018,08/02/2018,41.5,0.65,0.66,0.69,163,347,0.5234,0.8243,0.388,-95.0437,0.3289,FXI180803C00041500
FXI,42.11,*,FXI180803P00041500,,put,08/03/2018,08/02/2018,41.5,0.09,0.06,0.08,284,1897,0.5421,-0.184,0.3856,-100.2976,0.3385,FXI180803P00041500
FXI,42.11,*,FXI180803C00042000,,call,08/03/2018,08/02/2018,42,0.31,0.29,0.32,475,907,0.4843,0.5744,0.636,-132.8261,0.4988,FXI180803C00042000
FXI,42.11,*,FXI180803P00042000,,put,08/03/2018,08/02/2018,42,0.22,0.19,0.21,1587,2921,0.4962,-0.4273,0.6213,-135.1961,0.4992,FXI180803P00042000
FXI,42.11,*,FXI180803C00042500,,call,08/03/2018,08/02/2018,42.5,0.1,0.08,0.11,1108,1166,0.473,0.2623,0.5413,-107.634,0.4146,FXI180803C00042500
FXI,42.11,*,FXI180803P00042500,,put,08/03/2018,08/02/2018,42.5,0.46,0.48,0.5,127,4169,0.487,-0.7316,0.532,-111.1284,0.4195,FXI180803P00042500
FXI,42.11,*,FXI180803C00043000,,call,08/03/2018,08/02/2018,43,0.03,0.02,0.03,400,3860,0.5016,0.0852,0.2443,-54.5718,0.1984,FXI180803C00043000
FXI,42.11,*,FXI180803P00043000,,put,08/03/2018,08/02/2018,43,0.91,0.91,0.93,295,6720,0.5274,-0.9037,0.2544,-61.8164,0.2172,FXI180803P00043000
FXI,42.11,*,FXI180803C00043500,,call,08/03/2018,08/02/2018,43.5,0.01,0,0.01,62,1504,0.5016,0.0164,0.0642,-14.3367,0.0521,FXI180803C00043500
FXI,42.11,*,FXI180803P00043500,,put,08/03/2018,08/02/2018,43.5,1.75,1.39,1.42,1,1624,0.5794,-0.9675,0.0987,-28.3875,0.0926,FXI180803P00043500
FXI,42.11,*,FXI180803C00044000,,call,08/03/2018,08/02/2018,44,0.01,0,0.01,6,1690,0.5016,0.0019,0.0097,-2.1594,0.0079,FXI180803C00044000
FXI,42.11,*,FXI180803P00044000,,put,08/03/2018,08/02/2018,44,1.91,1.89,1.91,40,601,0.7052,-0.9797,0.0545,-23.037,0.0623,FXI180803P00044000
FXI,42.11,*,FXI180803C00044500,,call,08/03/2018,08/02/2018,44.5,0.01,0,0.01,6,991,0.5016,0.0001,0.0009,-0.19,0.0007,FXI180803C00044500
FXI,42.11,*,FXI180803P00044500,,put,08/03/2018,08/02/2018,44.5,1.82,2.39,2.41,0,14,0.8553,-0.9831,0.0386,-23.9943,0.0534,FXI180803P00044500
FXI,42.11,*,FXI180803C00045000,,call,08/03/2018,08/02/2018,45,0.01,0,0.02,0,148,0.5016,0,0,-0.01,0,FXI180803C00045000
FXI,42.11,*,FXI180803P00045000,,put,08/03/2018,08/02/2018,45,1.8,2.85,2.91,0,12,0.5794,-0.9999,0.0004,0.9258,0.0004,FXI180803P00045000
FXI,42.11,*,FXI180803C00045500,,call,08/03/2018,08/02/2018,45.5,0.03,0,0.02,0,70,0.5016,0,0,-0.0003,0,FXI180803C00045500
FXI,42.11,*,FXI180803P00045500,,put,08/03/2018,08/02/2018,45.5,1.87,3.25,3.45,0,0,0.5794,-1,0,1.0547,0,FXI180803P00045500
FXI,42.11,*,FXI180803C00046000,,call,08/03/2018,08/02/2018,46,0,0,0.02,0,78,0.5016,0,0,0,0,FXI180803C00046000
FXI,42.11,*,FXI180803P00046000,,put,08/03/2018,08/02/2018,46,1.98,3.8,4.15,0,0,0.5794,-1,0,1.0755,0,FXI180803P00046000
FXI,42.11,*,FXI180803C00046500,,call,08/03/2018,08/02/2018,46.5,0.03,0,0.02,0,8,0.5016,0,0,0,0,FXI180803C00046500
FXI,42.11,*,FXI180803P00046500,,put,08/03/2018,08/02/2018,46.5,4.48,4.25,4.45,0,0,0.5794,-1,0,1.0876,0,FXI180803P00046500
FXI,42.11,*,FXI180803C00047000,,call,08/03/2018,08/02/2018,47,0,0,0.02,0,1,0.5016,0,0,0,0,FXI180803C00047000
FXI,42.11,*,FXI180803P00047000,,put,08/03/2018,08/02/2018,47,2.91,4.8,4.95,0,0,0.5794,-1,0,1.0994,0,FXI180803P00047000
FXI,42.11,*,FXI180803C00047500,,call,08/03/2018,08/02/2018,47.5,0,0,0.02,0,92,0.5016,0,0,0,0,FXI180803C00047500
FXI,42.11,*,FXI180803P00047500,,put,08/03/2018,08/02/2018,47.5,3.4,5.15,5.45,0,2,0.5794,-1,0,1.111,0,FXI180803P00047500
FXI,42.11,*,FXI180803C00048000,,call,08/03/2018,08/02/2018,48,0,0,0.02,0,10,0.5016,0,0,0,0,FXI180803C00048000
FXI,42.11,*,FXI180803P00048000,,put,08/03/2018,08/02/2018,48,4.05,5.8,5.95,0,0,0.5794,-1,0,1.1227,0,FXI180803P00048000
FXI,42.11,*,FXI180803C00048500,,call,08/03/2018,08/02/2018,48.5,0,0,0.02,0,10,0.5016,0,0,0,0,FXI180803C00048500
FXI,42.11,*,FXI180803P00048500,,put,08/03/2018,08/02/2018,48.5,4.55,6.2,6.65,0,0,0.5794,-1,0,1.1344,0,FXI180803P00048500
FXI,42.11,*,FXI180803C00049000,,call,08/03/2018,08/02/2018,49,0,0,0.02,0,0,0.5016,0,0,0,0,FXI180803C00049000
FXI,42.11,*,FXI180803P00049000,,put,08/03/2018,08/02/2018,49,0,6.75,6.95,0,0,0.5794,-1,0,1.1461,0,FXI180803P00049000
FXI,42.11,*,FXI180803C00049500,,call,08/03/2018,08/02/2018,49.5,0,0,0.02,0,0,0.5016,0,0,0,0,FXI180803C00049500
FXI,42.11,*,FXI180803P00049500,,put,08/03/2018,08/02/2018,49.5,0,7.3,7.65,0,0,0.5794,-1,0,1.1578,0,FXI180803P00049500
FXI,42.11,*,FXI180803C00050000,,call,08/03/2018,08/02/2018,50,0,0,0.02,0,0,0.5016,0,0,0,0,FXI180803C00050000
FXI,42.11,*,FXI180803P00050000,,put,08/03/2018,08/02/2018,50,0,7.8,7.95,0,0,0.5794,-1,0,1.1695,0,FXI180803P00050000
FXI,42.11,*,FXI180803C00050500,,call,08/03/2018,08/02/2018,50.5,0,0,0.02,0,0,0.5016,0,0,0,0,FXI180803C00050500
FXI,42.11,*,FXI180803P00050500,,put,08/03/2018,08/02/2018,50.5,0,8.3,8.65,0,0,0.5794,-1,0,1.1812,0,FXI180803P00050500
FXI,42.11,*,FXI180803C00051000,,call,08/03/2018,08/02/2018,51,0,0,0.02,0,0,0.5016,0,0,0,0,FXI180803C00051000
FXI,42.11,*,FXI180803P00051000,,put,08/03/2018,08/02/2018,51,0,8.75,8.95,0,0,0.5794,-1,0,1.1929,0,FXI180803P00051000
FXI,42.11,*,FXI180803C00051500,,call,08/03/2018,08/02/2018,51.5,0,0,0.02,0,0,0.5016,0,0,0,0,FXI180803C00051500
FXI,42.11,*,FXI180803P00051500,,put,08/03/2018,08/02/2018,51.5,0,9.15,9.65,0,0,0.5794,-1,0,1.2046,0,FXI180803P00051500
FXI,42.11,*,FXI180803C00052000,,call,08/03/2018,08/02/2018,52,0,0,0.02,0,0,0.5016,0,0,0,0,FXI180803C00052000
FXI,42.11,*,FXI180803P00052000,,put,08/03/2018,08/02/2018,52,0,9.8,9.95,0,0,0.5794,-1,0,1.2163,0,FXI180803P00052000
FXI,42.11,*,FXI180803C00053000,,call,08/03/2018,08/02/2018,53,0,0,0.01,0,0,0.5016,0,0,0,0,FXI180803C00053000
FXI,42.11,*,FXI180803P00053000,,put,08/03/2018,08/02/2018,53,0,10.8,10.95,0,0,0.5794,-1,0,1.2397,0,FXI180803P00053000
FXI,42.11,*,FXI180810C00030000,,call,08/10/2018,08/02/2018,30,0,12.1,12.2,0,0,0.2961,0.9999,0,-0.4346,0,FXI180810C00030000
FXI,42.11,*,FXI180810P00030000,,put,08/10/2018,08/02/2018,30,0,0,0.02,0,0,0.3662,0,0,0,0,FXI180810P00030000
FXI,42.11,*,FXI180810C00035000,,call,08/10/2018,08/02/2018,35,0,7.1,7.2,0,0,0.2961,0.9999,0,-0.5524,0.0001,FXI180810C00035000
FXI,42.11,*,FXI180810P00035000,,put,08/10/2018,08/02/2018,35,0,0,0.02,0,3,0.3662,-0.0002,0.0003,-0.0337,0.0037,FXI180810P00035000
FXI,42.11,*,FXI180810C00035500,,call,08/10/2018,08/02/2018,35.5,0,6.6,6.85,0,0,0.2961,0.9999,0.0001,-0.5671,0.0005,FXI180810C00035500
FXI,42.11,*,FXI180810P00035500,,put,08/10/2018,08/02/2018,35.5,0,0,0.02,0,0,0.3662,-0.0004,0.0007,-0.0867,0.0096,FXI180810P00035500
FXI,42.11,*,FXI180810C00036000,,call,08/10/2018,08/02/2018,36,0,6.1,6.2,0,0,0.2961,0.9998,0.0002,-0.5895,0.002,FXI180810C00036000
FXI,42.11,*,FXI180810P00036000,,put,08/10/2018,08/02/2018,36,0,0,0.02,0,1,0.3662,-0.0011,0.0017,-0.2047,0.0225,FXI180810P00036000
FXI,42.11,*,FXI180810C00036500,,call,08/10/2018,08/02/2018,36.5,0,5.6,5.9,0,0,0.2961,0.9996,0.0006,-0.6343,0.0065,FXI180810C00036500
FXI,42.11,*,FXI180810P00036500,,put,08/10/2018,08/02/2018,36.5,0,0,0.02,0,0,0.3662,-0.0027,0.0038,-0.4445,0.049,FXI180810P00036500
FXI,42.11,*,FXI180810C00037000,,call,08/10/2018,08/02/2018,37,0,5.1,5.4,0,0,0.2961,0.9989,0.0018,-0.7362,0.0188,FXI180810C00037000
FXI,42.11,*,FXI180810P00037000,,put,08/10/2018,08/02/2018,37,0,0,0.02,0,0,0.3662,-0.0058,0.0075,-0.8914,0.0983,FXI180810P00037000
FXI,42.11,*,FXI180810C00037500,,call,08/10/2018,08/02/2018,37.5,0,4.6,4.75,0,0,0.2961,0.9973,0.0046,-0.9643,0.0484,FXI180810C00037500
FXI,42.11,*,FXI180810P00037500,,put,08/10/2018,08/02/2018,37.5,0,0,0.03,0,0,0.3662,-0.0117,0.014,-1.6554,0.1826,FXI180810P00037500
FXI,42.11,*,FXI180810C00038000,,call,08/10/2018,08/02/2018,38,3.95,4.1,4.2,7,9,0.2961,0.9932,0.0105,-1.4349,0.111,FXI180810C00038000
FXI,42.11,*,FXI180810P00038000,,put,08/10/2018,08/02/2018,38,0.01,0.01,0.03,0,14,0.3662,-0.0222,0.0242,-2.8556,0.3151,FXI180810P00038000
FXI,42.11,*,FXI180810C00038500,,call,08/10/2018,08/02/2018,38.5,0,3.6,3.75,0,0,0.2961,0.9847,0.0217,-2.3074,0.2287,FXI180810C00038500
FXI,42.11,*,FXI180810P00038500,,put,08/10/2018,08/02/2018,38.5,0.03,0.02,0.04,50,0,0.3532,-0.0342,0.036,-3.9537,0.4527,FXI180810P00038500
FXI,42.11,*,FXI180810C00039000,,call,08/10/2018,08/02/2018,39,3.21,2.98,3.25,2,2,0.2961,0.9682,0.0402,-3.749,0.4244,FXI180810C00039000
FXI,42.11,*,FXI180810P00039000,,put,08/10/2018,08/02/2018,39,0.03,0.03,0.05,0,897,0.33,-0.0474,0.0501,-4.8059,0.5894,FXI180810P00039000
FXI,42.11,*,FXI180810C00039500,,call,08/10/2018,08/02/2018,39.5,0,2.62,2.77,0,0,0.2961,0.9397,0.0675,-5.8602,0.7122,FXI180810C00039500
FXI,42.11,*,FXI180810P00039500,,put,08/10/2018,08/02/2018,39.5,0.11,0.05,0.07,30,11,0.3133,-0.0707,0.0723,-6.2423,0.8073,FXI180810P00039500
FXI,42.11,*,FXI180810C00040000,,call,08/10/2018,08/02/2018,40,1.92,2.19,2.24,1,1,0.2961,0.895,0.1028,-8.5837,1.0847,FXI180810C00040000
FXI,42.11,*,FXI180810P00040000,,put,08/10/2018,08/02/2018,40,0.08,0.08,0.09,16,136,0.2911,-0.1012,0.1019,-7.579,1.0565,FXI180810P00040000
FXI,42.11,*,FXI180810C00040500,,call,08/10/2018,08/02/2018,40.5,1.79,1.74,1.82,4,6,0.2909,0.835,0.1429,-11.2805,1.4811,FXI180810C00040500
