UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
VIX,20.96,*,VIX181024C00010000,,call,10/24/2018,10/23/2018,10,10.7,9.5,11.3,47,189,3.6071,1,0,-0.2349,0,VIX181024C00010000
VIX,20.96,*,VIX181024P00010000,,put,10/24/2018,10/23/2018,10,0.02,0,0.05,25,207,2.9001,0,0,0,0,VIX181024P00010000
VIX,20.96,*,VIX181024C00010500,,call,10/24/2018,10/23/2018,10.5,0,8.9,11.3,0,0,3.6071,1,0,-0.2467,0,VIX181024C00010500
VIX,20.96,*,VIX181024P00010500,,put,10/24/2018,10/23/2018,10.5,0,0,0.05,0,0,2.9001,0,0,0,0,VIX181024P00010500
VIX,20.96,*,VIX181024C00011000,,call,10/24/2018,10/23/2018,11,7.6,8.4,10.8,0,4,3.6071,1,0,-0.2584,0,VIX181024C00011000
VIX,20.96,*,VIX181024P00011000,,put,10/24/2018,10/23/2018,11,0.02,0,0.05,0,125,2.9001,0,0,0,0,VIX181024P00011000
VIX,20.96,*,VIX181024C00011500,,call,10/24/2018,10/23/2018,11.5,7.8,7.9,10.3,0,55,3.6071,1,0,-0.2703,0,VIX181024C00011500
VIX,20.96,*,VIX181024P00011500,,put,10/24/2018,10/23/2018,11.5,0.07,0,0.05,0,501,2.9001,0,0,0,0,VIX181024P00011500
VIX,20.96,*,VIX181024C00012000,,call,10/24/2018,10/23/2018,12,8.51,7.4,9.7,40,266,3.6071,1,0,-0.2827,0,VIX181024C00012000
VIX,20.96,*,VIX181024P00012000,,put,10/24/2018,10/23/2018,12,0.02,0,0.05,0,689,2.9001,0,0,0,0,VIX181024P00012000
VIX,20.96,*,VIX181024C00012500,,call,10/24/2018,10/23/2018,12.5,4.7,6.9,9.2,0,241,3.6071,1,0,-0.2987,0,VIX181024C00012500
VIX,20.96,*,VIX181024P00012500,,put,10/24/2018,10/23/2018,12.5,0.05,0,0.05,0,576,2.9001,0,0,0,0,VIX181024P00012500
VIX,20.96,*,VIX181024C00013000,,call,10/24/2018,10/23/2018,13,6.42,6.4,8.3,0,86,3.6071,1,0,-0.3319,0,VIX181024C00013000
VIX,20.96,*,VIX181024P00013000,,put,10/24/2018,10/23/2018,13,0.06,0,0.05,0,1271,2.9001,0,0,-0.0001,0,VIX181024P00013000
VIX,20.96,*,VIX181024C00013500,,call,10/24/2018,10/23/2018,13.5,5.08,5.9,7.8,0,23,3.6071,1,0,-0.4332,0.0001,VIX181024C00013500
VIX,20.96,*,VIX181024P00013500,,put,10/24/2018,10/23/2018,13.5,0.05,0,0.05,0,262,2.9001,0,0,-0.0011,0,VIX181024P00013500
VIX,20.96,*,VIX181024C00014000,,call,10/24/2018,10/23/2018,14,6.46,5.4,8.1,34,74,3.6071,0.9999,0.0002,-0.7587,0.0002,VIX181024C00014000
VIX,20.96,*,VIX181024P00014000,,put,10/24/2018,10/23/2018,14,0.01,0,0.05,55,490,2.9001,0,0,-0.0081,0,VIX181024P00014000
VIX,20.96,*,VIX181024C00014500,,call,10/24/2018,10/23/2018,14.5,3,4.9,6.8,0,20,3.6071,0.9997,0.0005,-1.7084,0.0007,VIX181024C00014500
VIX,20.96,*,VIX181024P00014500,,put,10/24/2018,10/23/2018,14.5,0.05,0,0.05,0,272,2.9001,0,0,-0.0483,0,VIX181024P00014500
